checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,personal-status,class-label
no checking account,42,critical account/ other credits existing (not at this bank),radio/television,2816,... < 100 DM,... < 1 year,4,none,1,real estate,24,none,own,1,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,20,existing credits paid back duly till now,furniture/equipment,3277,... < 100 DM,... < 1 year,2,none,3,"if not A121/A122 : car or other, not in attribute 6",45,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,36,existing credits paid back duly till now,furniture/equipment,2474,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,30,none,rent,1,skilled employee / official,1,none,no,male,single,2
< 0 DM,24,existing credits paid back duly till now,car (new),3304,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,49,delay in paying off in the past,car (used),7513,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,28,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,13,critical account/ other credits existing (not at this bank),car (new),1167,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,33,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,10,critical account/ other credits existing (not at this bank),car (new),1305,... < 100 DM,.. >= 7 years,2,none,4,real estate,50,none,own,3,skilled employee / official,1,none,yes,male,single,1
no checking account,13,existing credits paid back duly till now,furniture/equipment,1968,... < 100 DM,4 <= ... < 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,married/widowed,1
0 <= ... < 200 DM,49,no credits taken/ all credits paid back duly,furniture/equipment,3045,... < 100 DM,... < 1 year,2,none,4,if not A121 : building society savings agreement/ life insurance,31,none,own,2,skilled employee / official,1,none,yes,male,single,2
< 0 DM,17,delay in paying off in the past,radio/television,1422,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
< 0 DM,18,existing credits paid back duly till now,car (new),3416,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,60,none,own,1,skilled employee / official,1,none,yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,25,critical account/ other credits existing (not at this bank),radio/television,3073,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1160,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,unskilled - resident,1,none,yes,female,divorced/separated/married,1
no checking account,19,critical account/ other credits existing (not at this bank),domestic appliances,10344,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",27,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,27,existing credits paid back duly till now,car (used),7014,... < 100 DM,4 <= ... < 7 years,2,none,3,unknown / no property,30,none,for free,1,skilled employee / official,1,none,yes,male,single,1
no checking account,12,existing credits paid back duly till now,car (new),2037,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,50,none,own,3,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,15,existing credits paid back duly till now,radio/television,1348,... < 100 DM,... < 1 year,4,none,3,real estate,27,bank,own,1,unskilled - resident,1,none,yes,male,single,1
no checking account,13,no credits taken/ all credits paid back duly,furniture/equipment,2509,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,24,stores,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,59,no credits taken/ all credits paid back duly,business,6477,... < 100 DM,.. >= 7 years,2,none,2,real estate,42,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,15,existing credits paid back duly till now,car (new),6405,unknown/ no savings account,... < 1 year,2,none,3,real estate,45,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,11,existing credits paid back duly till now,radio/television,986,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,33,none,rent,1,skilled employee / official,1,none,yes,male,single,1
no checking account,6,critical account/ other credits existing (not at this bank),furniture/equipment,1163,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,2,real estate,63,none,own,3,skilled employee / official,1,none,no,male,single,1
no checking account,15,critical account/ other credits existing (not at this bank),car (new),5347,500 <= ... < 1000 DM,.. >= 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,15,existing credits paid back duly till now,radio/television,1439,... < 100 DM,... < 1 year,2,guarantor,1,real estate,25,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
0 <= ... < 200 DM,35,existing credits paid back duly till now,car (used),8590,100 <= ... < 500 DM,.. >= 7 years,1,none,2,unknown / no property,46,none,for free,1,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
0 <= ... < 200 DM,22,critical account/ other credits existing (not at this bank),education,2707,... < 100 DM,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,40,existing credits paid back duly till now,education,2622,... < 100 DM,4 <= ... < 7 years,1,none,2,real estate,23,none,own,1,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,23,existing credits paid back duly till now,car (new),1709,.. >= 1000 DM,... < 1 year,4,none,1,real estate,38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,married/widowed,1
no checking account,33,existing credits paid back duly till now,car (new),3291,500 <= ... < 1000 DM,.. >= 7 years,4,none,3,real estate,47,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated,1
< 0 DM,31,existing credits paid back duly till now,car (new),2657,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,none,yes,male,single,2
< 0 DM,12,existing credits paid back duly till now,business,1878,100 <= ... < 500 DM,... < 1 year,3,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,9,critical account/ other credits existing (not at this bank),radio/television,9417,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",34,stores,own,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,30,no credits taken/ all credits paid back duly,business,4178,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,51,critical account/ other credits existing (not at this bank),radio/television,10111,... < 100 DM,4 <= ... < 7 years,2,co-applicant,3,if not A121 : building society savings agreement/ life insurance,29,none,rent,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,14,existing credits paid back duly till now,car (new),1009,500 <= ... < 1000 DM,... < 1 year,1,none,1,real estate,24,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,16,existing credits paid back duly till now,radio/television,3610,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",37,bank,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,34,existing credits paid back duly till now,car (used),6990,unknown/ no savings account,4 <= ... < 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),2185,... < 100 DM,1 <= ... < 4 years,1,guarantor,3,real estate,48,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,11,existing credits paid back duly till now,car (new),1825,500 <= ... < 1000 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,23,delay in paying off in the past,radio/television,1909,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,stores,own,2,skilled employee / official,1,none,yes,male,single,2
no checking account,27,existing credits paid back duly till now,business,3549,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",37,stores,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,39,critical account/ other credits existing (not at this bank),radio/television,1978,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,11,existing credits paid back duly till now,business,1333,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,35,none,own,1,skilled employee / official,1,none,yes,male,single,1
< 0 DM,10,existing credits paid back duly till now,education,6256,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,9,existing credits paid back duly till now,radio/television,1645,... < 100 DM,.. >= 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,61,none,own,3,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,869,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,16,existing credits paid back duly till now,car (new),1331,... < 100 DM,... < 1 year,1,none,1,real estate,25,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,25,delay in paying off in the past,business,4123,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,35,none,own,2,unskilled - resident,1,none,yes,male,single,1
no checking account,16,critical account/ other credits existing (not at this bank),furniture/equipment,3149,unknown/ no savings account,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,15,no credits taken/ all credits paid back duly,car (used),7135,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",41,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,13,existing credits paid back duly till now,car (new),3488,... < 100 DM,... < 1 year,1,none,1,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,18,no credits taken/ all credits paid back duly,car (new),3449,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
< 0 DM,7,critical account/ other credits existing (not at this bank),business,4417,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,29,none,own,2,unskilled - resident,1,none,yes,female,divorced/separated/married,2
< 0 DM,23,existing credits paid back duly till now,business,1695,.. >= 1000 DM,1 <= ... < 4 years,3,none,2,real estate,41,none,rent,1,skilled employee / official,2,none,yes,male,single,1
< 0 DM,18,critical account/ other credits existing (not at this bank),business,2103,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,30,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,16,critical account/ other credits existing (not at this bank),repairs,734,... < 100 DM,.. >= 7 years,4,none,3,unknown / no property,27,none,for free,2,skilled employee / official,1,none,yes,male,single,1
no checking account,38,critical account/ other credits existing (not at this bank),furniture/equipment,1272,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",55,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,13,critical account/ other credits existing (not at this bank),radio/television,2468,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",23,bank,own,2,unskilled - resident,1,none,yes,male,single,1
no checking account,36,existing credits paid back duly till now,car (new),3046,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,15,existing credits paid back duly till now,car (used),3348,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,31,existing credits paid back duly till now,radio/television,1693,500 <= ... < 1000 DM,unemployed,4,none,3,if not A121 : building society savings agreement/ life insurance,53,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,divorced/separated/married,2
no checking account,26,delay in paying off in the past,business,2696,500 <= ... < 1000 DM,1 <= ... < 4 years,1,none,2,real estate,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,12,existing credits paid back duly till now,car (new),2402,unknown/ no savings account,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",32,bank,own,1,unskilled - resident,2,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,15,existing credits paid back duly till now,car (new),1691,... < 100 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",50,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,22,critical account/ other credits existing (not at this bank),radio/television,1621,unknown/ no savings account,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",24,bank,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,17,all credits at this bank paid back duly,furniture/equipment,1517,... < 100 DM,.. >= 7 years,3,none,2,unknown / no property,34,none,for free,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
< 0 DM,22,existing credits paid back duly till now,car (used),1953,unknown/ no savings account,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,14,critical account/ other credits existing (not at this bank),car (new),1322,unknown/ no savings account,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,29,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,43,existing credits paid back duly till now,domestic appliances,6987,... < 100 DM,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",32,stores,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,6,critical account/ other credits existing (not at this bank),car (new),339,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,56,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,16,existing credits paid back duly till now,radio/television,357,... < 100 DM,4 <= ... < 7 years,4,guarantor,1,real estate,37,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,26,existing credits paid back duly till now,education,1557,500 <= ... < 1000 DM,4 <= ... < 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",29,bank,own,1,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,25,existing credits paid back duly till now,car (new),1161,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,real estate,23,none,own,1,skilled employee / official,1,none,no,male,married/widowed,1
no checking account,31,critical account/ other credits existing (not at this bank),car (used),3549,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,13,existing credits paid back duly till now,business,1676,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,27,none,own,1,skilled employee / official,1,none,no,male,single,1
0 <= ... < 200 DM,7,existing credits paid back duly till now,car (new),1033,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,34,bank,own,1,skilled employee / official,2,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,37,no credits taken/ all credits paid back duly,business,4276,... < 100 DM,... < 1 year,2,none,1,real estate,32,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,43,delay in paying off in the past,radio/television,2252,unknown/ no savings account,.. >= 7 years,4,none,2,real estate,32,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,17,critical account/ other credits existing (not at this bank),radio/television,1557,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,27,existing credits paid back duly till now,car (new),964,unknown/ no savings account,1 <= ... < 4 years,4,none,2,real estate,32,stores,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,12,existing credits paid back duly till now,car (used),1957,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,35,existing credits paid back duly till now,radio/television,602,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
< 0 DM,19,critical account/ other credits existing (not at this bank),car (new),1175,... < 100 DM,... < 1 year,4,none,3,real estate,73,none,own,2,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,50,delay in paying off in the past,radio/television,11978,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,30,existing credits paid back duly till now,furniture/equipment,2965,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,for free,1,unskilled - resident,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,25,existing credits paid back duly till now,furniture/equipment,4678,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",60,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),education,2236,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,23,critical account/ other credits existing (not at this bank),business,6004,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,47,existing credits paid back duly till now,business,3370,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,15,existing credits paid back duly till now,furniture/equipment,2334,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",23,bank,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,23,existing credits paid back duly till now,car (new),3336,unknown/ no savings account,4 <= ... < 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,44,delay in paying off in the past,car (new),13733,... < 100 DM,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",20,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,18,critical account/ other credits existing (not at this bank),car (new),2140,... < 100 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",28,stores,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,43,existing credits paid back duly till now,car (new),10454,... < 100 DM,1 <= ... < 4 years,2,co-applicant,2,if not A121 : building society savings agreement/ life insurance,50,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,25,critical account/ other credits existing (not at this bank),furniture/equipment,2397,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,17,existing credits paid back duly till now,furniture/equipment,2027,... < 100 DM,... < 1 year,1,none,1,"if not A121/A122 : car or other, not in attribute 6",26,bank,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,16,existing credits paid back duly till now,furniture/equipment,1812,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,34,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
no checking account,12,existing credits paid back duly till now,radio/television,1742,.. >= 1000 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,13,existing credits paid back duly till now,business,835,... < 100 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
no checking account,31,critical account/ other credits existing (not at this bank),domestic appliances,4546,unknown/ no savings account,.. >= 7 years,3,none,2,real estate,38,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,24,existing credits paid back duly till now,radio/television,2027,... < 100 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,41,no credits taken/ all credits paid back duly,furniture/equipment,4689,... < 100 DM,... < 1 year,2,none,3,unknown / no property,28,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,2504,... < 100 DM,unemployed,4,none,2,unknown / no property,43,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1292,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,25,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,14,existing credits paid back duly till now,furniture/equipment,1744,... < 100 DM,... < 1 year,1,none,1,real estate,25,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
no checking account,39,existing credits paid back duly till now,radio/television,3305,500 <= ... < 1000 DM,... < 1 year,1,co-applicant,3,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,32,existing credits paid back duly till now,car (new),1471,100 <= ... < 500 DM,.. >= 7 years,2,none,3,real estate,45,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,1399,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,26,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1
0 <= ... < 200 DM,18,delay in paying off in the past,business,6309,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",32,stores,rent,1,skilled employee / official,1,none,yes,male,married/widowed,2
no checking account,16,critical account/ other credits existing (not at this bank),radio/television,1520,unknown/ no savings account,4 <= ... < 7 years,1,none,2,real estate,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,5,delay in paying off in the past,radio/television,1723,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,29,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,33,no credits taken/ all credits paid back duly,radio/television,11378,... < 100 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,33,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,13,critical account/ other credits existing (not at this bank),car (new),1294,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,3,real estate,35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,11,existing credits paid back duly till now,furniture/equipment,1548,.. >= 1000 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1
0 <= ... < 200 DM,36,existing credits paid back duly till now,radio/television,1093,unknown/ no savings account,1 <= ... < 4 years,4,none,1,unknown / no property,29,bank,for free,1,unskilled - resident,1,none,yes,male,single,2
no checking account,10,existing credits paid back duly till now,radio/television,1960,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,4,real estate,36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,24,existing credits paid back duly till now,business,6691,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,57,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,business,1112,... < 100 DM,unemployed,4,none,3,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,19,critical account/ other credits existing (not at this bank),business,2527,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,29,stores,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,10,existing credits paid back duly till now,radio/television,1220,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,37,none,own,1,unskilled - resident,1,none,yes,male,single,1
< 0 DM,23,existing credits paid back duly till now,car (new),3831,unknown/ no savings account,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",39,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,14,no credits taken/ all credits paid back duly,furniture/equipment,1814,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,2
no checking account,24,existing credits paid back duly till now,radio/television,2255,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
< 0 DM,12,existing credits paid back duly till now,car (new),2053,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,22,delay in paying off in the past,radio/television,1110,... < 100 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",20,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,2
no checking account,14,delay in paying off in the past,radio/television,2769,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,37,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,728,unknown/ no savings account,1 <= ... < 4 years,4,none,4,real estate,59,none,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
