checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,personal-status,class-label
no checking account,23,existing credits paid back duly till now,furniture/equipment,1690,unknown/ no savings account,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,no,male,married/widowed,1
no checking account,15,critical account/ other credits existing (not at this bank),car (new),1634,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,69,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,14,all credits at this bank paid back duly,furniture/equipment,7862,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
< 0 DM,12,critical account/ other credits existing (not at this bank),business,1184,... < 100 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",34,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,23,existing credits paid back duly till now,furniture/equipment,1921,unknown/ no savings account,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,37,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,9,existing credits paid back duly till now,car (new),1185,500 <= ... < 1000 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,33,existing credits paid back duly till now,business,5847,... < 100 DM,... < 1 year,2,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,unskilled - resident,1,none,yes,male,single,2
0 <= ... < 200 DM,39,critical account/ other credits existing (not at this bank),radio/television,6996,... < 100 DM,... < 1 year,3,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,40,delay in paying off in the past,car (new),3516,... < 100 DM,4 <= ... < 7 years,1,none,2,real estate,27,none,rent,2,skilled employee / official,1,none,yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,28,delay in paying off in the past,car (used),3969,... < 100 DM,1 <= ... < 4 years,1,none,4,real estate,35,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,21,existing credits paid back duly till now,business,1808,unknown/ no savings account,1 <= ... < 4 years,1,none,3,real estate,29,stores,rent,1,skilled employee / official,1,none,yes,male,single,1
< 0 DM,12,existing credits paid back duly till now,radio/television,3463,... < 100 DM,1 <= ... < 4 years,1,guarantor,4,real estate,31,bank,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= ... < 200 DM,26,critical account/ other credits existing (not at this bank),furniture/equipment,16280,500 <= ... < 1000 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
0 <= ... < 200 DM,24,all credits at this bank paid back duly,others,4746,... < 100 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,25,existing credits paid back duly till now,furniture/equipment,2393,... < 100 DM,.. >= 7 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,2
no checking account,11,existing credits paid back duly till now,radio/television,2455,... < 100 DM,4 <= ... < 7 years,1,guarantor,1,unknown / no property,37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,divorced/separated/married,1
no checking account,11,existing credits paid back duly till now,business,3358,... < 100 DM,1 <= ... < 4 years,3,none,3,if not A121 : building society savings agreement/ life insurance,41,none,own,1,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),radio/television,2295,unknown/ no savings account,1 <= ... < 4 years,1,none,3,"if not A121/A122 : car or other, not in attribute 6",39,none,own,2,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,15,existing credits paid back duly till now,furniture/equipment,2105,... < 100 DM,4 <= ... < 7 years,2,none,2,real estate,23,bank,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,22,critical account/ other credits existing (not at this bank),car (new),1473,... < 100 DM,1 <= ... < 4 years,3,none,1,real estate,34,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,16,existing credits paid back duly till now,car (new),1396,unknown/ no savings account,... < 1 year,2,none,3,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,30,all credits at this bank paid back duly,radio/television,825,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,25,critical account/ other credits existing (not at this bank),furniture/equipment,9919,... < 100 DM,.. >= 7 years,4,none,3,unknown / no property,30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,10,critical account/ other credits existing (not at this bank),radio/television,1146,500 <= ... < 1000 DM,4 <= ... < 7 years,4,none,2,real estate,25,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,40,all credits at this bank paid back duly,car (new),2219,... < 100 DM,1 <= ... < 4 years,4,none,1,real estate,28,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,2
0 <= ... < 200 DM,40,existing credits paid back duly till now,car (used),8699,unknown/ no savings account,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,26,all credits at this bank paid back duly,furniture/equipment,13891,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,1
no checking account,39,existing credits paid back duly till now,furniture/equipment,13814,... < 100 DM,4 <= ... < 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,34,existing credits paid back duly till now,business,4821,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,28,stores,own,1,skilled employee / official,1,none,no,male,single,2
no checking account,14,critical account/ other credits existing (not at this bank),business,3740,... < 100 DM,.. >= 7 years,1,none,4,if not A121 : building society savings agreement/ life insurance,73,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,30,delay in paying off in the past,furniture/equipment,9178,unknown/ no savings account,.. >= 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,17,delay in paying off in the past,car (new),1886,... < 100 DM,... < 1 year,2,none,2,real estate,22,none,own,2,unskilled - resident,2,none,yes,male,single,2
no checking account,15,critical account/ other credits existing (not at this bank),education,1005,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",45,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),radio/television,1106,... < 100 DM,.. >= 7 years,1,none,4,real estate,23,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,34,critical account/ other credits existing (not at this bank),car (used),3299,500 <= ... < 1000 DM,4 <= ... < 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,9,existing credits paid back duly till now,radio/television,3758,100 <= ... < 500 DM,... < 1 year,2,guarantor,3,real estate,25,none,rent,1,skilled employee / official,1,none,yes,male,married/widowed,1
no checking account,31,critical account/ other credits existing (not at this bank),radio/television,5835,... < 100 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,39,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,34,existing credits paid back duly till now,car (new),5644,100 <= ... < 500 DM,4 <= ... < 7 years,2,co-applicant,3,if not A121 : building society savings agreement/ life insurance,31,none,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,2
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,1709,... < 100 DM,4 <= ... < 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
< 0 DM,24,existing credits paid back duly till now,repairs,2196,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,29,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,2
0 <= ... < 200 DM,16,critical account/ other credits existing (not at this bank),car (new),1338,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",59,stores,own,1,skilled employee / official,1,none,yes,male,single,2
no checking account,13,delay in paying off in the past,furniture/equipment,1368,500 <= ... < 1000 DM,4 <= ... < 7 years,1,none,2,unknown / no property,42,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,43,all credits at this bank paid back duly,business,10458,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,34,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,8,existing credits paid back duly till now,car (new),1858,... < 100 DM,1 <= ... < 4 years,3,none,3,real estate,42,bank,own,2,unskilled - resident,2,none,yes,male,single,1
no checking account,37,critical account/ other credits existing (not at this bank),car (new),3952,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,12,no credits taken/ all credits paid back duly,radio/television,827,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,2
no checking account,36,existing credits paid back duly till now,retraining,3662,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,35,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,10,existing credits paid back duly till now,furniture/equipment,1024,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,23,critical account/ other credits existing (not at this bank),car (new),2335,... < 100 DM,.. >= 7 years,3,none,2,real estate,28,none,own,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,23,existing credits paid back duly till now,repairs,5453,.. >= 1000 DM,4 <= ... < 7 years,2,none,2,real estate,25,stores,own,1,skilled employee / official,1,none,no,male,single,1
no checking account,43,delay in paying off in the past,business,6763,... < 100 DM,1 <= ... < 4 years,1,none,3,if not A121 : building society savings agreement/ life insurance,39,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,7,critical account/ other credits existing (not at this bank),car (new),6200,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,skilled employee / official,1,none,yes,male,single,2
no checking account,41,existing credits paid back duly till now,radio/television,1264,... < 100 DM,4 <= ... < 7 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,2,none,yes,male,single,2
0 <= ... < 200 DM,23,critical account/ other credits existing (not at this bank),radio/television,2057,.. >= 1000 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,none,yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,36,critical account/ other credits existing (not at this bank),furniture/equipment,3746,unknown/ no savings account,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",37,bank,own,2,skilled employee / official,2,none,yes,male,single,2
0 <= ... < 200 DM,14,critical account/ other credits existing (not at this bank),furniture/equipment,2573,unknown/ no savings account,... < 1 year,1,none,3,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,2
no checking account,30,delay in paying off in the past,car (used),7342,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,14,existing credits paid back duly till now,car (used),1453,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,21,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
< 0 DM,19,existing credits paid back duly till now,radio/television,2614,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,28,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,14,existing credits paid back duly till now,radio/television,2893,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,2,real estate,24,none,rent,1,skilled employee / official,1,none,yes,male,divorced/separated/married,1
no checking account,16,critical account/ other credits existing (not at this bank),furniture/equipment,2518,100 <= ... < 500 DM,.. >= 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,25,existing credits paid back duly till now,radio/television,1702,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,2
< 0 DM,6,existing credits paid back duly till now,radio/television,1419,... < 100 DM,... < 1 year,1,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,11,existing credits paid back duly till now,radio/television,1202,... < 100 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,rent,1,unskilled - resident,1,none,no,female,divorced/separated/married,1
< 0 DM,12,existing credits paid back duly till now,car (new),1406,... < 100 DM,... < 1 year,1,co-applicant,2,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,none,no,male,single,2
< 0 DM,11,existing credits paid back duly till now,car (new),6105,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,real estate,27,none,own,1,skilled employee / official,1,none,yes,male,single,2
< 0 DM,13,all credits at this bank paid back duly,car (new),3703,unknown/ no savings account,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes,male,single,2
< 0 DM,6,all credits at this bank paid back duly,car (new),1537,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,36,bank,own,2,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,34,no credits taken/ all credits paid back duly,repairs,6655,.. >= 1000 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,22,bank,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,34,critical account/ other credits existing (not at this bank),car (new),1330,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,none,yes,male,single,2
< 0 DM,17,existing credits paid back duly till now,furniture/equipment,2994,... < 100 DM,... < 1 year,3,guarantor,2,if not A121 : building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= ... < 200 DM,23,existing credits paid back duly till now,car (new),3497,... < 100 DM,unemployed,2,none,1,"if not A121/A122 : car or other, not in attribute 6",41,none,rent,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,22,existing credits paid back duly till now,radio/television,7497,... < 100 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",30,bank,rent,1,skilled employee / official,2,none,yes,female,divorced/separated/married,1
no checking account,26,critical account/ other credits existing (not at this bank),education,8018,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,none,yes,male,single,2
no checking account,22,existing credits paid back duly till now,car (new),2576,... < 100 DM,1 <= ... < 4 years,1,none,3,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,2,skilled employee / official,1,none,yes,female,divorced/separated,2
no checking account,9,existing credits paid back duly till now,car (new),413,... < 100 DM,.. >= 7 years,3,none,4,real estate,65,none,own,2,unskilled - resident,1,none,yes,male,single,1
no checking account,12,existing credits paid back duly till now,radio/television,2595,unknown/ no savings account,4 <= ... < 7 years,1,none,2,real estate,26,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,10,existing credits paid back duly till now,repairs,2456,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",28,stores,rent,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,38,existing credits paid back duly till now,furniture/equipment,10877,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,3,unknown / no property,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,6,existing credits paid back duly till now,car (new),3746,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,real estate,38,none,own,1,unskilled - resident,1,none,yes,male,single,1
< 0 DM,17,existing credits paid back duly till now,furniture/equipment,2950,... < 100 DM,4 <= ... < 7 years,3,none,2,real estate,32,none,own,1,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),car (new),1094,... < 100 DM,... < 1 year,4,guarantor,2,real estate,34,bank,own,1,skilled employee / official,2,none,yes,male,married/widowed,1
< 0 DM,32,existing credits paid back duly till now,education,2440,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",43,none,own,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,2713,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
no checking account,38,all credits at this bank paid back duly,business,3462,100 <= ... < 500 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",56,none,rent,1,skilled employee / official,1,none,yes,male,single,2
< 0 DM,23,critical account/ other credits existing (not at this bank),furniture/equipment,3597,.. >= 1000 DM,4 <= ... < 7 years,1,none,2,if not A121 : building society savings agreement/ life insurance,39,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,23,critical account/ other credits existing (not at this bank),business,2290,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,58,none,own,2,unskilled - resident,1,none,yes,male,single,2
0 <= ... < 200 DM,15,existing credits paid back duly till now,furniture/equipment,1131,500 <= ... < 1000 DM,... < 1 year,3,none,1,if not A121 : building society savings agreement/ life insurance,28,none,rent,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,16,critical account/ other credits existing (not at this bank),car (new),415,unknown/ no savings account,.. >= 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,none,yes,male,married/widowed,2
no checking account,10,existing credits paid back duly till now,car (new),1451,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,real estate,23,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
< 0 DM,16,critical account/ other credits existing (not at this bank),radio/television,2399,.. >= 1000 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,2
0 <= ... < 200 DM,20,critical account/ other credits existing (not at this bank),radio/television,2368,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,40,critical account/ other credits existing (not at this bank),car (new),5572,... < 100 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,9,critical account/ other credits existing (not at this bank),car (new),989,unknown/ no savings account,.. >= 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,31,none,own,2,skilled employee / official,1,none,yes,male,married/widowed,2
< 0 DM,15,existing credits paid back duly till now,radio/television,1424,unknown/ no savings account,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,39,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,21,critical account/ other credits existing (not at this bank),car (new),731,... < 100 DM,.. >= 7 years,4,none,3,real estate,29,stores,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,13,existing credits paid back duly till now,furniture/equipment,3168,... < 100 DM,... < 1 year,2,none,4,real estate,30,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,25,existing credits paid back duly till now,radio/television,1612,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,unskilled - resident,1,none,yes,male,single,1
0 <= ... < 200 DM,41,critical account/ other credits existing (not at this bank),furniture/equipment,1350,... < 100 DM,.. >= 7 years,4,none,4,real estate,42,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,35,existing credits paid back duly till now,car (new),983,unknown/ no savings account,4 <= ... < 7 years,4,none,2,unknown / no property,39,none,own,1,skilled employee / official,2,"yes, registered under the customers name",no,female,divorced/separated/married,1
no checking account,15,critical account/ other credits existing (not at this bank),car (used),2548,... < 100 DM,1 <= ... < 4 years,2,none,4,real estate,26,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,33,no credits taken/ all credits paid back duly,car (new),9643,... < 100 DM,4 <= ... < 7 years,3,co-applicant,4,unknown / no property,34,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,23,delay in paying off in the past,furniture/equipment,5747,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,13,existing credits paid back duly till now,business,1847,... < 100 DM,1 <= ... < 4 years,2,guarantor,1,real estate,27,none,own,1,unskilled - resident,1,none,yes,male,married/widowed,1
0 <= ... < 200 DM,13,existing credits paid back duly till now,radio/television,3869,... < 100 DM,1 <= ... < 4 years,1,none,3,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,16,existing credits paid back duly till now,radio/television,1218,... < 100 DM,... < 1 year,2,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
< 0 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,3641,... < 100 DM,.. >= 7 years,2,none,2,real estate,40,none,own,2,unskilled - resident,2,none,yes,male,single,1
0 <= ... < 200 DM,19,critical account/ other credits existing (not at this bank),education,3817,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,38,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,32,existing credits paid back duly till now,car (new),2061,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,rent,1,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,22,critical account/ other credits existing (not at this bank),car (new),2528,... < 100 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",28,bank,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
0 <= ... < 200 DM,16,delay in paying off in the past,business,759,... < 100 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,40,delay in paying off in the past,repairs,8459,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,32,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,11,critical account/ other credits existing (not at this bank),car (new),670,unknown/ no savings account,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,female,single,1
... >= 200 DM / salary assignments for at least 1 year,13,existing credits paid back duly till now,business,4276,... < 100 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,50,existing credits paid back duly till now,car (used),5204,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",64,bank,own,1,skilled employee / official,2,none,yes,male,single,2
< 0 DM,13,existing credits paid back duly till now,car (new),5714,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,1,real estate,26,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),radio/television,2060,... < 100 DM,.. >= 7 years,4,none,2,real estate,28,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,39,existing credits paid back duly till now,education,14188,... < 100 DM,unemployed,2,none,3,unknown / no property,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,20,existing credits paid back duly till now,furniture/equipment,810,... < 100 DM,.. >= 7 years,4,none,2,real estate,24,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,16,existing credits paid back duly till now,furniture/equipment,2662,100 <= ... < 500 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,23,existing credits paid back duly till now,radio/television,2130,unknown/ no savings account,... < 1 year,2,none,3,real estate,23,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,14,existing credits paid back duly till now,radio/television,1442,... < 100 DM,... < 1 year,1,none,2,if not A121 : building society savings agreement/ life insurance,30,bank,own,1,unskilled - resident,1,none,yes,male,single,2
0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,car (new),15762,.. >= 1000 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,14,critical account/ other credits existing (not at this bank),car (new),932,... < 100 DM,.. >= 7 years,4,none,4,real estate,70,stores,own,3,unskilled - resident,2,none,yes,female,divorced/separated/married,1
< 0 DM,22,delay in paying off in the past,business,1525,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,11,critical account/ other credits existing (not at this bank),car (new),2024,100 <= ... < 500 DM,.. >= 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
