,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
245,no checking account,39,critical account/ other credits existing (not at this bank),business,2516,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",48,bank,own,2,unskilled - resident,1,none,yes,1,male,divorced/separated
246,0 <= ... < 200 DM,65,no credits taken/ all credits paid back duly,furniture/equipment,15474,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",44,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
247,no checking account,10,no credits taken/ all credits paid back duly,business,1554,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,unskilled - resident,1,none,yes,1,male,single
248,no checking account,26,delay in paying off in the past,radio/television,5925,... < 100 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,2,none,yes,1,female,single
249,< 0 DM,40,existing credits paid back duly till now,business,3185,unknown/ no savings account,1 <= ... < 4 years,2,none,1,if not A121 : building society savings agreement/ life insurance,34,bank,rent,1,skilled employee / official,1,none,no,2,male,divorced/separated/married
250,0 <= ... < 200 DM,8,existing credits paid back duly till now,repairs,2798,... < 100 DM,... < 1 year,1,none,3,real estate,22,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
251,< 0 DM,21,existing credits paid back duly till now,business,3066,... < 100 DM,1 <= ... < 4 years,2,none,3,real estate,29,none,own,2,unskilled - resident,1,none,yes,2,male,divorced/separated/married
252,< 0 DM,23,no credits taken/ all credits paid back duly,business,2945,... < 100 DM,... < 1 year,3,none,1,if not A121 : building society savings agreement/ life insurance,24,none,for free,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
253,no checking account,21,all credits at this bank paid back duly,education,4768,... < 100 DM,... < 1 year,4,none,3,unknown / no property,25,none,for free,1,skilled employee / official,2,none,yes,1,male,single
254,no checking account,27,existing credits paid back duly till now,education,5651,... < 100 DM,1 <= ... < 4 years,2,none,4,unknown / no property,32,none,own,1,unskilled - resident,2,none,yes,1,male,single
255,0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),6861,... < 100 DM,... < 1 year,4,co-applicant,1,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,none,yes,1,male,single
256,< 0 DM,20,existing credits paid back duly till now,radio/television,4187,... < 100 DM,.. >= 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
257,no checking account,8,critical account/ other credits existing (not at this bank),radio/television,6998,... < 100 DM,.. >= 7 years,2,none,4,real estate,45,none,own,2,unskilled - resident,2,none,yes,1,female,single
258,no checking account,31,critical account/ other credits existing (not at this bank),furniture/equipment,3325,... < 100 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",51,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
259,no checking account,22,no credits taken/ all credits paid back duly,car (new),2024,100 <= ... < 500 DM,unemployed,4,none,2,unknown / no property,37,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
260,< 0 DM,8,critical account/ other credits existing (not at this bank),radio/television,1904,... < 100 DM,.. >= 7 years,4,none,3,real estate,26,bank,own,2,unskilled - resident,1,none,yes,1,male,single
261,0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),car (new),697,500 <= ... < 1000 DM,.. >= 7 years,4,none,2,real estate,45,bank,own,1,skilled employee / official,1,none,yes,1,male,single
262,< 0 DM,11,existing credits paid back duly till now,car (new),9273,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",22,bank,rent,1,skilled employee / official,1,none,yes,2,male,divorced/separated/married
263,< 0 DM,9,existing credits paid back duly till now,radio/television,944,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",65,none,own,1,unskilled - resident,1,none,yes,1,male,single
264,0 <= ... < 200 DM,5,no credits taken/ all credits paid back duly,business,15970,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,1,unskilled - resident,1,none,yes,2,male,single
265,... >= 200 DM / salary assignments for at least 1 year,9,critical account/ other credits existing (not at this bank),radio/television,800,... < 100 DM,unemployed,3,none,4,real estate,54,none,for free,2,skilled employee / official,1,none,yes,1,male,single
266,< 0 DM,47,critical account/ other credits existing (not at this bank),car (new),10409,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,4,unknown / no property,28,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
267,< 0 DM,35,existing credits paid back duly till now,radio/television,6657,... < 100 DM,4 <= ... < 7 years,3,none,4,unknown / no property,38,none,own,1,skilled employee / official,1,none,yes,2,male,single
268,no checking account,24,existing credits paid back duly till now,car (used),7132,... < 100 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
269,no checking account,27,critical account/ other credits existing (not at this bank),business,11331,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",26,stores,rent,2,skilled employee / official,1,none,yes,1,male,divorced/separated/married
270,0 <= ... < 200 DM,13,existing credits paid back duly till now,education,810,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,57,none,for free,3,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
271,0 <= ... < 200 DM,17,existing credits paid back duly till now,radio/television,1487,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
272,no checking account,24,existing credits paid back duly till now,education,1108,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,40,none,rent,1,unskilled - resident,1,none,yes,2,male,single
273,no checking account,22,delay in paying off in the past,furniture/equipment,1558,unknown/ no savings account,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
274,< 0 DM,26,critical account/ other credits existing (not at this bank),car (used),1313,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,23,none,rent,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
275,no checking account,14,existing credits paid back duly till now,radio/television,2351,unknown/ no savings account,1 <= ... < 4 years,2,none,4,unknown / no property,23,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
276,< 0 DM,24,all credits at this bank paid back duly,radio/television,958,100 <= ... < 500 DM,.. >= 7 years,4,none,3,unknown / no property,52,none,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
277,0 <= ... < 200 DM,10,existing credits paid back duly till now,business,1129,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,1,skilled employee / official,2,none,yes,1,female,single
278,no checking account,17,delay in paying off in the past,car (used),4369,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",21,stores,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,single
279,no checking account,19,delay in paying off in the past,radio/television,1375,unknown/ no savings account,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",50,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
280,no checking account,19,existing credits paid back duly till now,furniture/equipment,3218,... < 100 DM,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,none,yes,1,male,single
281,0 <= ... < 200 DM,20,existing credits paid back duly till now,furniture/equipment,2373,.. >= 1000 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,none,yes,1,male,single
282,no checking account,59,existing credits paid back duly till now,car (new),10421,... < 100 DM,4 <= ... < 7 years,3,none,2,real estate,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
283,0 <= ... < 200 DM,15,existing credits paid back duly till now,car (new),5108,unknown/ no savings account,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,for free,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
284,... >= 200 DM / salary assignments for at least 1 year,19,existing credits paid back duly till now,radio/television,1318,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,41,stores,own,2,unskilled - resident,1,none,yes,1,male,single
285,< 0 DM,32,existing credits paid back duly till now,car (used),8351,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,2,real estate,23,none,own,2,skilled employee / official,2,none,yes,2,male,single
286,no checking account,31,critical account/ other credits existing (not at this bank),radio/television,1872,unknown/ no savings account,.. >= 7 years,1,none,3,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,skilled employee / official,2,none,yes,1,male,divorced/separated/married
287,no checking account,21,existing credits paid back duly till now,radio/television,1737,... < 100 DM,1 <= ... < 4 years,4,none,1,if not A121 : building society savings agreement/ life insurance,28,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
288,no checking account,26,critical account/ other credits existing (not at this bank),education,2358,... < 100 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,2,unskilled - resident,1,none,yes,1,male,single
289,0 <= ... < 200 DM,13,existing credits paid back duly till now,business,1117,... < 100 DM,unemployed,2,none,3,"if not A121/A122 : car or other, not in attribute 6",57,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
290,0 <= ... < 200 DM,50,existing credits paid back duly till now,business,10490,unknown/ no savings account,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",46,none,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
291,< 0 DM,17,existing credits paid back duly till now,radio/television,1081,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,53,bank,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
292,no checking account,17,existing credits paid back duly till now,radio/television,2110,.. >= 1000 DM,.. >= 7 years,1,none,4,real estate,61,none,own,1,unskilled - resident,2,none,yes,1,male,single
293,0 <= ... < 200 DM,29,critical account/ other credits existing (not at this bank),car (used),2898,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,46,none,for free,1,skilled employee / official,1,none,yes,2,male,single
294,... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,radio/television,796,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,for free,2,skilled employee / official,1,none,yes,1,male,single
295,no checking account,23,existing credits paid back duly till now,car (new),2080,unknown/ no savings account,1 <= ... < 4 years,3,none,4,real estate,71,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
296,no checking account,42,existing credits paid back duly till now,furniture/equipment,6635,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,female,divorced/separated/married
297,< 0 DM,21,existing credits paid back duly till now,radio/television,1113,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",36,bank,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
298,no checking account,43,delay in paying off in the past,car (used),6436,... < 100 DM,1 <= ... < 4 years,3,none,4,unknown / no property,27,none,for free,2,unskilled - resident,1,none,yes,1,male,single
299,< 0 DM,38,no credits taken/ all credits paid back duly,car (new),12343,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",38,none,own,3,unskilled - resident,1,none,yes,1,female,divorced/separated/married
300,... >= 200 DM / salary assignments for at least 1 year,32,existing credits paid back duly till now,business,12511,.. >= 1000 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",50,none,rent,1,unskilled - resident,1,none,yes,1,female,single
301,no checking account,22,critical account/ other credits existing (not at this bank),car (used),8443,... < 100 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,none,yes,1,female,single
302,0 <= ... < 200 DM,15,existing credits paid back duly till now,furniture/equipment,3575,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,24,none,own,1,skilled employee / official,1,none,no,1,female,divorced/separated/married
303,no checking account,25,existing credits paid back duly till now,car (new),2172,... < 100 DM,1 <= ... < 4 years,2,none,1,unknown / no property,61,none,own,2,skilled employee / official,2,none,yes,1,male,single
304,no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1168,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",43,bank,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
305,no checking account,40,critical account/ other credits existing (not at this bank),car (used),15639,unknown/ no savings account,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,2,skilled employee / official,1,none,yes,1,male,single
306,no checking account,29,critical account/ other credits existing (not at this bank),radio/television,1961,... < 100 DM,4 <= ... < 7 years,2,none,2,real estate,26,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,divorced/separated
307,... >= 200 DM / salary assignments for at least 1 year,11,existing credits paid back duly till now,radio/television,4557,... < 100 DM,1 <= ... < 4 years,1,none,3,if not A121 : building society savings agreement/ life insurance,31,bank,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,1,male,divorced/separated/married
308,0 <= ... < 200 DM,40,existing credits paid back duly till now,education,3247,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,32,none,for free,1,skilled employee / official,2,none,yes,2,male,single
309,no checking account,28,critical account/ other credits existing (not at this bank),car (used),6250,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,none,yes,1,male,single
310,0 <= ... < 200 DM,52,existing credits paid back duly till now,car (used),3473,unknown/ no savings account,1 <= ... < 4 years,4,none,4,unknown / no property,27,none,for free,1,skilled employee / official,1,none,yes,1,male,single
311,no checking account,22,delay in paying off in the past,business,1531,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
312,no checking account,43,existing credits paid back duly till now,education,2286,unknown/ no savings account,1 <= ... < 4 years,4,none,4,unknown / no property,43,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
313,0 <= ... < 200 DM,33,existing credits paid back duly till now,car (new),6732,unknown/ no savings account,unemployed,3,none,4,unknown / no property,43,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
314,no checking account,8,existing credits paid back duly till now,radio/television,975,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",54,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated
315,< 0 DM,23,critical account/ other credits existing (not at this bank),car (used),3987,... < 100 DM,1 <= ... < 4 years,1,none,4,if not A121 : building society savings agreement/ life insurance,30,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
316,no checking account,8,existing credits paid back duly till now,furniture/equipment,2045,... < 100 DM,4 <= ... < 7 years,1,none,2,real estate,24,bank,own,2,unskilled - resident,1,none,yes,1,male,divorced/separated/married
317,0 <= ... < 200 DM,56,critical account/ other credits existing (not at this bank),furniture/equipment,1608,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,divorced/separated/married
318,< 0 DM,20,critical account/ other credits existing (not at this bank),business,4188,... < 100 DM,.. >= 7 years,3,co-applicant,4,if not A121 : building society savings agreement/ life insurance,37,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
319,< 0 DM,11,delay in paying off in the past,furniture/equipment,3005,unknown/ no savings account,.. >= 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,41,bank,for free,1,skilled employee / official,1,none,yes,2,male,single
320,no checking account,31,critical account/ other credits existing (not at this bank),radio/television,13392,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",51,none,own,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
321,0 <= ... < 200 DM,43,existing credits paid back duly till now,car (used),8947,... < 100 DM,1 <= ... < 4 years,3,guarantor,2,if not A121 : building society savings agreement/ life insurance,31,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
322,0 <= ... < 200 DM,40,no credits taken/ all credits paid back duly,furniture/equipment,8829,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",48,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
323,no checking account,19,critical account/ other credits existing (not at this bank),business,1305,100 <= ... < 500 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,none,yes,2,female,single
324,0 <= ... < 200 DM,5,critical account/ other credits existing (not at this bank),car (new),2417,... < 100 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",26,bank,rent,1,skilled employee / official,1,none,yes,1,male,single
325,no checking account,29,critical account/ other credits existing (not at this bank),car (used),3893,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",47,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,single
326,< 0 DM,17,critical account/ other credits existing (not at this bank),furniture/equipment,2892,... < 100 DM,4 <= ... < 7 years,2,none,1,if not A121 : building society savings agreement/ life insurance,31,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
327,no checking account,14,no credits taken/ all credits paid back duly,car (new),4346,... < 100 DM,... < 1 year,1,co-applicant,2,real estate,39,none,own,1,skilled employee / official,2,none,yes,2,male,single
328,0 <= ... < 200 DM,17,existing credits paid back duly till now,repairs,6057,unknown/ no savings account,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
329,0 <= ... < 200 DM,30,existing credits paid back duly till now,furniture/equipment,6124,unknown/ no savings account,... < 1 year,1,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
330,0 <= ... < 200 DM,51,existing credits paid back duly till now,car (used),4565,... < 100 DM,.. >= 7 years,4,none,2,unknown / no property,35,none,for free,1,skilled employee / official,2,none,yes,2,male,single
331,< 0 DM,41,existing credits paid back duly till now,car (used),3526,... < 100 DM,4 <= ... < 7 years,4,none,3,unknown / no property,28,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
332,0 <= ... < 200 DM,47,existing credits paid back duly till now,radio/television,4843,... < 100 DM,4 <= ... < 7 years,1,none,3,unknown / no property,22,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
333,no checking account,12,delay in paying off in the past,furniture/equipment,1034,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,4,real estate,20,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
334,... >= 200 DM / salary assignments for at least 1 year,12,critical account/ other credits existing (not at this bank),radio/television,6143,500 <= ... < 1000 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,1,none,yes,1,male,single
335,no checking account,10,existing credits paid back duly till now,radio/television,1589,100 <= ... < 500 DM,... < 1 year,4,none,4,real estate,22,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,married/widowed
336,0 <= ... < 200 DM,5,existing credits paid back duly till now,radio/television,701,... < 100 DM,... < 1 year,1,none,3,real estate,23,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
337,< 0 DM,15,existing credits paid back duly till now,radio/television,812,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
338,< 0 DM,29,critical account/ other credits existing (not at this bank),business,1197,... < 100 DM,.. >= 7 years,4,none,4,real estate,24,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
339,< 0 DM,14,existing credits paid back duly till now,education,1523,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
340,0 <= ... < 200 DM,40,existing credits paid back duly till now,furniture/equipment,12535,unknown/ no savings account,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
341,< 0 DM,25,existing credits paid back duly till now,business,6942,... < 100 DM,4 <= ... < 7 years,2,none,2,real estate,58,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
342,no checking account,18,existing credits paid back duly till now,car (used),5885,100 <= ... < 500 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
343,< 0 DM,17,existing credits paid back duly till now,car (new),1559,... < 100 DM,4 <= ... < 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",31,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,1,male,single
344,0 <= ... < 200 DM,61,existing credits paid back duly till now,furniture/equipment,2912,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,25,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,single
345,no checking account,23,existing credits paid back duly till now,car (new),1360,... < 100 DM,4 <= ... < 7 years,3,guarantor,2,real estate,32,none,own,1,unskilled - resident,2,none,yes,1,male,married/widowed
346,... >= 200 DM / salary assignments for at least 1 year,11,existing credits paid back duly till now,car (new),1280,... < 100 DM,... < 1 year,4,none,2,real estate,26,bank,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
347,... >= 200 DM / salary assignments for at least 1 year,34,existing credits paid back duly till now,radio/television,2545,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,21,none,own,1,skilled employee / official,1,none,yes,2,female,single
348,no checking account,13,critical account/ other credits existing (not at this bank),radio/television,4485,... < 100 DM,.. >= 7 years,4,none,4,real estate,47,none,own,2,skilled employee / official,1,none,yes,1,male,single
349,< 0 DM,9,existing credits paid back duly till now,radio/television,488,... < 100 DM,.. >= 7 years,3,none,3,real estate,45,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
350,0 <= ... < 200 DM,25,delay in paying off in the past,business,2884,... < 100 DM,4 <= ... < 7 years,4,none,2,unknown / no property,37,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,single
351,0 <= ... < 200 DM,22,critical account/ other credits existing (not at this bank),car (new),1976,unknown/ no savings account,1 <= ... < 4 years,4,none,2,real estate,24,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
352,no checking account,5,existing credits paid back duly till now,radio/television,932,100 <= ... < 500 DM,... < 1 year,1,guarantor,1,real estate,24,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,single
353,no checking account,4,existing credits paid back duly till now,furniture/equipment,1481,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
354,no checking account,10,critical account/ other credits existing (not at this bank),education,1623,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,3,real estate,51,none,own,1,skilled employee / official,1,none,yes,1,female,single
355,no checking account,40,existing credits paid back duly till now,radio/television,3747,.. >= 1000 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,skilled employee / official,2,none,yes,1,male,single
356,0 <= ... < 200 DM,12,existing credits paid back duly till now,education,5452,unknown/ no savings account,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,50,none,for free,1,skilled employee / official,1,none,yes,2,male,divorced/separated
357,0 <= ... < 200 DM,48,existing credits paid back duly till now,car (new),9370,... < 100 DM,1 <= ... < 4 years,2,co-applicant,2,if not A121 : building society savings agreement/ life insurance,32,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
358,no checking account,27,existing credits paid back duly till now,car (used),2688,... < 100 DM,4 <= ... < 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",23,bank,own,1,unskilled - resident,1,none,yes,1,male,single
359,< 0 DM,6,delay in paying off in the past,business,5982,... < 100 DM,... < 1 year,3,none,4,unknown / no property,36,none,for free,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
360,< 0 DM,14,critical account/ other credits existing (not at this bank),education,1084,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,real estate,24,none,own,2,unskilled - resident,1,none,yes,1,female,married/widowed
361,no checking account,35,all credits at this bank paid back duly,radio/television,2130,... < 100 DM,.. >= 7 years,4,none,1,unknown / no property,62,stores,for free,1,unskilled - resident,1,none,yes,1,male,single
362,no checking account,31,critical account/ other credits existing (not at this bank),education,3344,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,2,skilled employee / official,1,none,yes,1,male,single
363,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),car (new),3967,unknown/ no savings account,1 <= ... < 4 years,1,none,2,unknown / no property,35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,single
364,no checking account,9,critical account/ other credits existing (not at this bank),car (new),2245,500 <= ... < 1000 DM,... < 1 year,4,none,2,real estate,59,bank,own,2,unskilled - resident,2,none,yes,2,male,single
365,no checking account,34,existing credits paid back duly till now,radio/television,5238,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
366,no checking account,22,existing credits paid back duly till now,business,6567,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,real estate,34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,single
367,< 0 DM,5,delay in paying off in the past,furniture/equipment,3205,... < 100 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
368,no checking account,31,existing credits paid back duly till now,radio/television,2759,.. >= 1000 DM,4 <= ... < 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
369,no checking account,58,existing credits paid back duly till now,business,5960,unknown/ no savings account,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,2,male,single
