,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
249,0 <= ... < 200 DM,38,existing credits paid back duly till now,radio/television,2085,unknown/ no savings account,... < 1 year,4,none,1,real estate,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
250,< 0 DM,23,no credits taken/ all credits paid back duly,radio/television,2507,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,rent,1,skilled employee / official,1,none,yes,2,male,single
251,no checking account,5,existing credits paid back duly till now,education,498,... < 100 DM,1 <= ... < 4 years,2,none,1,real estate,28,none,own,1,skilled employee / official,2,none,yes,1,female,divorced/separated/married
252,< 0 DM,21,existing credits paid back duly till now,radio/television,963,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
253,no checking account,13,critical account/ other credits existing (not at this bank),radio/television,1727,... < 100 DM,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
254,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,250,.. >= 1000 DM,4 <= ... < 7 years,4,guarantor,4,if not A121 : building society savings agreement/ life insurance,29,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
255,< 0 DM,21,existing credits paid back duly till now,car (new),2748,... < 100 DM,... < 1 year,1,none,4,unknown / no property,27,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
256,< 0 DM,23,existing credits paid back duly till now,radio/television,1485,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,34,none,own,1,skilled employee / official,2,none,yes,2,male,single
257,0 <= ... < 200 DM,13,all credits at this bank paid back duly,car (new),1064,... < 100 DM,... < 1 year,1,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1,female,divorced/separated/married
258,no checking account,23,critical account/ other credits existing (not at this bank),business,3113,... < 100 DM,... < 1 year,1,none,2,if not A121 : building society savings agreement/ life insurance,56,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
259,< 0 DM,26,critical account/ other credits existing (not at this bank),radio/television,8868,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,52,none,for free,2,skilled employee / official,1,none,yes,1,male,single
260,0 <= ... < 200 DM,24,existing credits paid back duly till now,education,2286,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,unknown / no property,28,none,rent,1,skilled employee / official,1,none,yes,2,male,single
261,no checking account,7,critical account/ other credits existing (not at this bank),repairs,2704,unknown/ no savings account,1 <= ... < 4 years,1,none,2,real estate,43,none,own,1,skilled employee / official,1,none,yes,1,male,single
262,< 0 DM,23,delay in paying off in the past,car (new),4050,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,4,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,1,female,divorced/separated/married
263,no checking account,23,delay in paying off in the past,radio/television,1937,... < 100 DM,4 <= ... < 7 years,4,none,2,unknown / no property,26,none,rent,2,skilled employee / official,1,none,yes,1,male,single
264,0 <= ... < 200 DM,38,no credits taken/ all credits paid back duly,business,3084,... < 100 DM,.. >= 7 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",37,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
265,no checking account,22,existing credits paid back duly till now,business,1377,... < 100 DM,unemployed,4,none,1,real estate,57,bank,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
266,no checking account,13,critical account/ other credits existing (not at this bank),retraining,1524,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,married/widowed
267,< 0 DM,5,critical account/ other credits existing (not at this bank),car (new),730,100 <= ... < 500 DM,... < 1 year,2,none,3,if not A121 : building society savings agreement/ life insurance,49,none,own,3,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
268,0 <= ... < 200 DM,7,existing credits paid back duly till now,car (new),1264,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,42,none,own,1,skilled employee / official,2,none,yes,2,male,single
269,< 0 DM,7,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,... < 1 year,3,none,1,real estate,36,bank,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,1,male,single
270,... >= 200 DM / salary assignments for at least 1 year,13,critical account/ other credits existing (not at this bank),radio/television,1125,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,29,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
271,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),708,... < 100 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
272,< 0 DM,8,existing credits paid back duly till now,radio/television,654,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,60,none,own,1,skilled employee / official,1,none,yes,1,male,single
273,0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,1022,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
274,0 <= ... < 200 DM,27,existing credits paid back duly till now,car (used),8400,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,for free,1,skilled employee / official,2,none,yes,1,male,single
275,< 0 DM,22,existing credits paid back duly till now,radio/television,899,100 <= ... < 500 DM,4 <= ... < 7 years,4,co-applicant,1,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,divorced/separated
276,< 0 DM,13,existing credits paid back duly till now,furniture/equipment,739,unknown/ no savings account,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,41,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
277,< 0 DM,13,existing credits paid back duly till now,education,3002,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,none,yes,1,male,single
278,< 0 DM,22,existing credits paid back duly till now,radio/television,1801,... < 100 DM,... < 1 year,4,none,4,real estate,32,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
279,< 0 DM,27,critical account/ other credits existing (not at this bank),furniture/equipment,3849,... < 100 DM,1 <= ... < 4 years,2,none,4,real estate,60,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
280,no checking account,14,delay in paying off in the past,car (new),1534,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
281,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),6888,... < 100 DM,... < 1 year,2,none,4,unknown / no property,29,none,rent,2,skilled employee / official,1,none,yes,1,female,single
282,no checking account,14,existing credits paid back duly till now,car (used),8288,unknown/ no savings account,4 <= ... < 7 years,2,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,1,skilled employee / official,1,none,no,1,male,single
283,no checking account,30,all credits at this bank paid back duly,business,2482,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,rent,2,skilled employee / official,2,none,yes,1,male,divorced/separated
284,0 <= ... < 200 DM,37,no credits taken/ all credits paid back duly,business,3163,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,43,none,for free,2,skilled employee / official,1,none,yes,2,male,single
285,< 0 DM,11,all credits at this bank paid back duly,car (new),250,.. >= 1000 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",33,bank,rent,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
286,0 <= ... < 200 DM,39,delay in paying off in the past,car (used),4181,... < 100 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",22,stores,rent,1,skilled employee / official,1,none,no,1,female,divorced/separated/married
287,< 0 DM,23,existing credits paid back duly till now,radio/television,3574,... < 100 DM,... < 1 year,2,none,4,unknown / no property,28,bank,for free,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
288,< 0 DM,21,existing credits paid back duly till now,radio/television,936,... < 100 DM,... < 1 year,4,none,4,real estate,24,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
289,no checking account,9,critical account/ other credits existing (not at this bank),business,2754,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",62,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
290,0 <= ... < 200 DM,25,all credits at this bank paid back duly,business,3232,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,female,divorced/separated/married
291,no checking account,5,critical account/ other credits existing (not at this bank),radio/television,685,unknown/ no savings account,1 <= ... < 4 years,1,none,2,real estate,25,none,own,1,skilled employee / official,1,none,yes,1,male,single
292,no checking account,7,delay in paying off in the past,furniture/equipment,1090,... < 100 DM,... < 1 year,3,none,2,if not A121 : building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,2,none,yes,1,male,single
293,< 0 DM,11,existing credits paid back duly till now,education,867,... < 100 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,28,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
294,no checking account,22,critical account/ other credits existing (not at this bank),car (new),1571,100 <= ... < 500 DM,.. >= 7 years,2,none,2,unknown / no property,74,none,for free,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
295,0 <= ... < 200 DM,28,existing credits paid back duly till now,car (used),2051,... < 100 DM,4 <= ... < 7 years,2,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",43,none,rent,1,skilled employee / official,1,none,yes,1,male,single
296,< 0 DM,8,critical account/ other credits existing (not at this bank),car (new),1470,.. >= 1000 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,2,none,yes,1,male,single
297,no checking account,25,delay in paying off in the past,radio/television,4237,100 <= ... < 500 DM,1 <= ... < 4 years,1,guarantor,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
298,< 0 DM,22,delay in paying off in the past,furniture/equipment,3547,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,real estate,29,bank,own,2,unskilled - resident,1,none,yes,1,male,single
299,0 <= ... < 200 DM,30,existing credits paid back duly till now,car (used),7037,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",30,stores,own,1,skilled employee / official,2,none,yes,1,male,single
300,< 0 DM,9,existing credits paid back duly till now,furniture/equipment,3452,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,60,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,divorced/separated
301,< 0 DM,8,critical account/ other credits existing (not at this bank),furniture/equipment,4797,... < 100 DM,.. >= 7 years,1,none,4,if not A121 : building society savings agreement/ life insurance,26,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,female,divorced/separated/married
302,0 <= ... < 200 DM,23,existing credits paid back duly till now,car (used),6982,unknown/ no savings account,... < 1 year,1,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,1,male,single
303,no checking account,8,critical account/ other credits existing (not at this bank),radio/television,575,.. >= 1000 DM,.. >= 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,62,none,own,2,skilled employee / official,1,none,yes,1,male,single
304,no checking account,9,critical account/ other credits existing (not at this bank),business,2344,unknown/ no savings account,4 <= ... < 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes,1,male,single
305,< 0 DM,21,existing credits paid back duly till now,car (used),703,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
306,0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),business,726,... < 100 DM,1 <= ... < 4 years,1,none,3,if not A121 : building society savings agreement/ life insurance,29,none,own,2,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,female,married/widowed
307,0 <= ... < 200 DM,8,existing credits paid back duly till now,car (new),2403,... < 100 DM,... < 1 year,1,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
308,no checking account,13,critical account/ other credits existing (not at this bank),radio/television,1959,... < 100 DM,4 <= ... < 7 years,2,none,4,unknown / no property,48,none,for free,2,skilled employee / official,2,none,yes,1,male,single
309,... >= 200 DM / salary assignments for at least 1 year,23,existing credits paid back duly till now,car (new),336,... < 100 DM,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,33,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
310,< 0 DM,5,existing credits paid back duly till now,others,1658,... < 100 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",39,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
311,no checking account,12,no credits taken/ all credits paid back duly,business,3108,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,38,bank,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
312,no checking account,38,existing credits paid back duly till now,business,3731,... < 100 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",36,stores,own,1,skilled employee / official,1,none,yes,2,male,single
313,no checking account,16,critical account/ other credits existing (not at this bank),business,2786,100 <= ... < 500 DM,.. >= 7 years,4,none,4,unknown / no property,28,none,for free,2,skilled employee / official,1,none,yes,1,male,single
314,< 0 DM,12,all credits at this bank paid back duly,education,1056,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",39,bank,own,1,skilled employee / official,2,none,yes,2,male,single
315,no checking account,24,existing credits paid back duly till now,radio/television,1410,unknown/ no savings account,unemployed,4,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
316,... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,furniture/equipment,1246,... < 100 DM,.. >= 7 years,3,none,1,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,none,yes,1,male,single
317,no checking account,10,critical account/ other credits existing (not at this bank),radio/television,716,.. >= 1000 DM,1 <= ... < 4 years,4,none,3,real estate,61,none,own,1,unskilled - resident,1,none,yes,1,male,single
318,0 <= ... < 200 DM,13,no credits taken/ all credits paid back duly,car (new),1350,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",42,none,own,4,skilled employee / official,2,none,yes,1,male,single
319,0 <= ... < 200 DM,11,existing credits paid back duly till now,education,3369,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,29,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,married/widowed
320,... >= 200 DM / salary assignments for at least 1 year,23,existing credits paid back duly till now,radio/television,1191,... < 100 DM,... < 1 year,4,none,1,real estate,26,bank,own,1,unskilled - resident,1,none,no,1,male,married/widowed
321,< 0 DM,24,delay in paying off in the past,car (used),7026,unknown/ no savings account,1 <= ... < 4 years,2,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
322,< 0 DM,10,existing credits paid back duly till now,car (new),1845,... < 100 DM,... < 1 year,4,none,4,unknown / no property,68,none,for free,1,unskilled - resident,1,none,yes,2,male,single
323,0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),1957,... < 100 DM,... < 1 year,1,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
324,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1373,... < 100 DM,... < 1 year,1,none,3,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,yes,1,male,single
325,< 0 DM,10,delay in paying off in the past,car (new),5372,unknown/ no savings account,unemployed,2,none,2,if not A121 : building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
326,< 0 DM,23,existing credits paid back duly till now,radio/television,1997,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,30,none,rent,1,skilled employee / official,1,none,yes,2,male,married/widowed
327,< 0 DM,11,no credits taken/ all credits paid back duly,car (new),6336,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,42,none,for free,2,skilled employee / official,2,none,yes,2,male,single
328,no checking account,23,existing credits paid back duly till now,furniture/equipment,918,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,48,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
329,no checking account,38,existing credits paid back duly till now,radio/television,3202,unknown/ no savings account,.. >= 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",49,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
330,< 0 DM,13,critical account/ other credits existing (not at this bank),radio/television,611,unknown/ no savings account,... < 1 year,2,none,1,if not A121 : building society savings agreement/ life insurance,34,none,own,2,skilled employee / official,1,none,yes,1,male,single
331,< 0 DM,32,existing credits paid back duly till now,radio/television,3656,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,31,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
332,< 0 DM,22,existing credits paid back duly till now,radio/television,3470,unknown/ no savings account,1 <= ... < 4 years,3,none,2,real estate,44,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
333,no checking account,42,critical account/ other credits existing (not at this bank),radio/television,1744,unknown/ no savings account,1 <= ... < 4 years,4,none,4,real estate,59,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
334,0 <= ... < 200 DM,37,existing credits paid back duly till now,furniture/equipment,3564,... < 100 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,1,unskilled - resident,1,none,yes,2,male,single
335,no checking account,20,all credits at this bank paid back duly,car (used),6699,... < 100 DM,1 <= ... < 4 years,2,none,4,unknown / no property,35,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
336,< 0 DM,12,all credits at this bank paid back duly,car (new),1144,.. >= 1000 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",31,bank,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
337,no checking account,44,existing credits paid back duly till now,business,3706,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",41,none,own,2,skilled employee / official,1,none,yes,1,male,single
338,no checking account,11,existing credits paid back duly till now,furniture/equipment,835,... < 100 DM,... < 1 year,2,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,1,unskilled - resident,1,none,yes,2,male,divorced/separated/married
339,... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,car (new),15455,unknown/ no savings account,... < 1 year,2,none,4,unknown / no property,30,none,rent,1,unskilled - resident,1,none,yes,2,male,divorced/separated
340,0 <= ... < 200 DM,32,existing credits paid back duly till now,car (used),8676,... < 100 DM,4 <= ... < 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
341,no checking account,29,critical account/ other credits existing (not at this bank),business,2214,.. >= 1000 DM,unemployed,3,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
342,0 <= ... < 200 DM,44,existing credits paid back duly till now,business,3689,100 <= ... < 500 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",41,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
343,< 0 DM,10,delay in paying off in the past,education,1819,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,2,unskilled - resident,1,none,yes,2,male,single
344,0 <= ... < 200 DM,30,existing credits paid back duly till now,radio/television,3882,... < 100 DM,.. >= 7 years,2,none,1,real estate,39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
345,0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,2994,500 <= ... < 1000 DM,4 <= ... < 7 years,4,none,4,real estate,44,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
346,0 <= ... < 200 DM,12,no credits taken/ all credits paid back duly,car (new),893,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
347,... >= 200 DM / salary assignments for at least 1 year,14,existing credits paid back duly till now,radio/television,2671,... < 100 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,28,stores,own,1,skilled employee / official,1,none,yes,1,male,single
348,no checking account,9,existing credits paid back duly till now,radio/television,1053,unknown/ no savings account,1 <= ... < 4 years,1,none,1,if not A121 : building society savings agreement/ life insurance,52,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
349,0 <= ... < 200 DM,32,critical account/ other credits existing (not at this bank),car (used),8742,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",29,bank,rent,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
350,< 0 DM,7,all credits at this bank paid back duly,furniture/equipment,1803,... < 100 DM,... < 1 year,1,none,2,real estate,22,none,own,1,unskilled - resident,1,none,no,1,female,divorced/separated/married
351,< 0 DM,36,existing credits paid back duly till now,furniture/equipment,15913,... < 100 DM,... < 1 year,2,none,4,if not A121 : building society savings agreement/ life insurance,28,stores,own,1,skilled employee / official,1,none,yes,2,male,single
352,no checking account,11,critical account/ other credits existing (not at this bank),car (new),1317,unknown/ no savings account,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,3,skilled employee / official,1,none,yes,1,male,single
353,0 <= ... < 200 DM,7,existing credits paid back duly till now,car (new),2345,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,29,bank,own,1,unskilled - resident,1,none,yes,1,male,single
354,0 <= ... < 200 DM,23,existing credits paid back duly till now,education,1436,... < 100 DM,... < 1 year,4,guarantor,4,real estate,26,none,rent,1,skilled employee / official,1,none,yes,1,male,single
355,< 0 DM,10,existing credits paid back duly till now,car (new),1106,... < 100 DM,4 <= ... < 7 years,3,none,3,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes,2,male,single
356,no checking account,22,critical account/ other credits existing (not at this bank),business,3265,... < 100 DM,.. >= 7 years,4,none,4,real estate,51,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
357,no checking account,32,critical account/ other credits existing (not at this bank),car (new),1512,unknown/ no savings account,unemployed,4,none,1,unknown / no property,61,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
358,no checking account,22,existing credits paid back duly till now,car (new),1573,... < 100 DM,unemployed,4,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
359,< 0 DM,8,existing credits paid back duly till now,car (new),1281,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,real estate,41,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
360,no checking account,30,existing credits paid back duly till now,radio/television,1484,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",53,bank,rent,1,unskilled - resident,1,none,yes,1,male,single
361,< 0 DM,22,critical account/ other credits existing (not at this bank),education,1060,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,31,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
362,0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,1273,100 <= ... < 500 DM,... < 1 year,1,none,4,if not A121 : building society savings agreement/ life insurance,25,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
363,0 <= ... < 200 DM,43,all credits at this bank paid back duly,car (used),14419,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,34,bank,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
364,< 0 DM,7,existing credits paid back duly till now,car (new),1291,500 <= ... < 1000 DM,.. >= 7 years,2,none,4,unknown / no property,62,none,rent,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,male,single
365,< 0 DM,13,existing credits paid back duly till now,radio/television,3348,... < 100 DM,1 <= ... < 4 years,2,none,4,real estate,29,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,2,male,married/widowed
366,0 <= ... < 200 DM,30,existing credits paid back duly till now,radio/television,15865,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,46,none,own,1,skilled employee / official,2,none,yes,1,male,single
367,< 0 DM,5,existing credits paid back duly till now,car (new),250,... < 100 DM,1 <= ... < 4 years,4,none,1,real estate,39,none,own,1,unskilled - resident,2,none,yes,2,male,single
368,0 <= ... < 200 DM,30,existing credits paid back duly till now,car (used),3181,unknown/ no savings account,1 <= ... < 4 years,4,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,2,none,yes,1,male,single
369,0 <= ... < 200 DM,31,delay in paying off in the past,business,2991,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
370,0 <= ... < 200 DM,49,no credits taken/ all credits paid back duly,business,2894,... < 100 DM,1 <= ... < 4 years,3,none,4,if not A121 : building society savings agreement/ life insurance,25,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
371,< 0 DM,23,existing credits paid back duly till now,furniture/equipment,1293,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,29,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
372,< 0 DM,23,existing credits paid back duly till now,radio/television,6050,500 <= ... < 1000 DM,... < 1 year,1,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,1,skilled employee / official,1,none,yes,2,male,divorced/separated/married
373,no checking account,12,existing credits paid back duly till now,furniture/equipment,2335,.. >= 1000 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,43,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
