,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
249,< 0 DM,15,existing credits paid back duly till now,car (new),3073,... < 100 DM,1 <= ... < 4 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,1,male,single
250,< 0 DM,12,existing credits paid back duly till now,education,1342,100 <= ... < 500 DM,... < 1 year,3,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
251,< 0 DM,59,existing credits paid back duly till now,car (used),14895,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,38,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
252,no checking account,4,critical account/ other credits existing (not at this bank),car (new),250,... < 100 DM,4 <= ... < 7 years,3,none,3,real estate,74,none,own,1,unskilled - resident,2,none,yes,1,male,divorced/separated/married
253,no checking account,15,critical account/ other credits existing (not at this bank),furniture/equipment,3158,... < 100 DM,unemployed,1,none,4,if not A121 : building society savings agreement/ life insurance,36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
254,no checking account,24,critical account/ other credits existing (not at this bank),business,3881,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
255,no checking account,4,critical account/ other credits existing (not at this bank),car (new),250,... < 100 DM,.. >= 7 years,3,none,4,real estate,74,none,own,2,unskilled - resident,1,none,yes,1,male,divorced/separated/married
256,no checking account,17,critical account/ other credits existing (not at this bank),furniture/equipment,1567,... < 100 DM,... < 1 year,2,none,3,real estate,30,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
257,no checking account,24,existing credits paid back duly till now,business,3358,.. >= 1000 DM,1 <= ... < 4 years,1,none,1,real estate,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
258,no checking account,13,critical account/ other credits existing (not at this bank),car (new),1452,... < 100 DM,1 <= ... < 4 years,4,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
259,0 <= ... < 200 DM,26,existing credits paid back duly till now,radio/television,3517,... < 100 DM,1 <= ... < 4 years,1,none,1,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,married/widowed
260,... >= 200 DM / salary assignments for at least 1 year,6,existing credits paid back duly till now,furniture/equipment,2879,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,35,none,own,1,skilled employee / official,1,none,yes,1,female,single
261,no checking account,10,existing credits paid back duly till now,car (new),813,... < 100 DM,... < 1 year,3,none,4,real estate,23,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
262,no checking account,16,critical account/ other credits existing (not at this bank),business,1565,... < 100 DM,unemployed,4,none,4,unknown / no property,49,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
263,0 <= ... < 200 DM,20,existing credits paid back duly till now,furniture/equipment,1396,... < 100 DM,... < 1 year,3,none,2,real estate,31,none,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
264,0 <= ... < 200 DM,20,existing credits paid back duly till now,car (new),1271,500 <= ... < 1000 DM,... < 1 year,4,none,1,real estate,23,none,own,1,unskilled - resident,1,none,yes,1,male,single
265,no checking account,15,critical account/ other credits existing (not at this bank),radio/television,1773,unknown/ no savings account,.. >= 7 years,2,none,2,real estate,42,none,own,2,skilled employee / official,1,none,yes,1,male,single
266,no checking account,25,existing credits paid back duly till now,radio/television,5029,.. >= 1000 DM,4 <= ... < 7 years,1,none,2,if not A121 : building society savings agreement/ life insurance,24,bank,rent,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
267,0 <= ... < 200 DM,24,existing credits paid back duly till now,business,3424,... < 100 DM,1 <= ... < 4 years,3,guarantor,2,real estate,27,none,own,2,skilled employee / official,1,none,yes,1,male,single
268,no checking account,15,critical account/ other credits existing (not at this bank),radio/television,1549,... < 100 DM,.. >= 7 years,2,none,4,real estate,46,none,own,2,unskilled - resident,1,none,yes,1,male,single
269,no checking account,72,critical account/ other credits existing (not at this bank),business,250,... < 100 DM,1 <= ... < 4 years,3,none,4,real estate,74,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
270,no checking account,11,existing credits paid back duly till now,car (new),2694,unknown/ no savings account,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,none,yes,1,male,single
271,0 <= ... < 200 DM,26,all credits at this bank paid back duly,business,2211,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,30,bank,own,1,skilled employee / official,2,none,yes,1,male,single
272,no checking account,4,critical account/ other credits existing (not at this bank),car (new),250,... < 100 DM,... < 1 year,4,none,1,real estate,23,none,rent,2,unemployed/ unskilled - non-resident,1,none,yes,1,female,divorced/separated/married
273,no checking account,17,critical account/ other credits existing (not at this bank),car (new),2305,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",41,none,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
274,< 0 DM,18,existing credits paid back duly till now,radio/television,827,500 <= ... < 1000 DM,... < 1 year,4,none,3,real estate,42,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
275,0 <= ... < 200 DM,15,existing credits paid back duly till now,repairs,1430,... < 100 DM,unemployed,2,none,4,real estate,19,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
276,no checking account,8,existing credits paid back duly till now,radio/television,670,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
277,... >= 200 DM / salary assignments for at least 1 year,12,critical account/ other credits existing (not at this bank),car (new),1492,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",37,bank,for free,3,unskilled - resident,2,none,yes,2,male,single
278,0 <= ... < 200 DM,15,existing credits paid back duly till now,radio/television,1423,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,19,none,own,1,unskilled - resident,1,none,yes,1,male,single
279,no checking account,13,critical account/ other credits existing (not at this bank),radio/television,2496,... < 100 DM,... < 1 year,3,none,4,if not A121 : building society savings agreement/ life insurance,33,bank,rent,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,married/widowed
280,< 0 DM,12,existing credits paid back duly till now,car (new),968,100 <= ... < 500 DM,1 <= ... < 4 years,4,guarantor,1,if not A121 : building society savings agreement/ life insurance,21,bank,own,1,unskilled - resident,1,none,yes,2,male,married/widowed
281,no checking account,4,critical account/ other credits existing (not at this bank),car (new),516,... < 100 DM,4 <= ... < 7 years,1,none,1,real estate,24,none,own,1,unskilled - resident,2,none,yes,1,female,divorced/separated/married
282,no checking account,8,critical account/ other credits existing (not at this bank),car (new),1149,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,1,male,single
283,... >= 200 DM / salary assignments for at least 1 year,11,existing credits paid back duly till now,car (new),1184,unknown/ no savings account,unemployed,4,none,4,unknown / no property,57,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
284,no checking account,6,critical account/ other credits existing (not at this bank),radio/television,1044,... < 100 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",43,none,own,2,skilled employee / official,1,none,yes,1,male,single
285,< 0 DM,12,existing credits paid back duly till now,furniture/equipment,849,100 <= ... < 500 DM,... < 1 year,4,guarantor,1,real estate,20,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
286,no checking account,22,no credits taken/ all credits paid back duly,radio/television,6190,... < 100 DM,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,2,male,single
287,no checking account,23,no credits taken/ all credits paid back duly,radio/television,1257,... < 100 DM,... < 1 year,4,none,4,unknown / no property,46,bank,own,3,unskilled - resident,1,"yes, registered under the customers name",yes,2,male,single
288,no checking account,30,existing credits paid back duly till now,car (new),2561,... < 100 DM,1 <= ... < 4 years,4,none,1,real estate,32,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
289,no checking account,15,existing credits paid back duly till now,car (used),5329,... < 100 DM,.. >= 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
290,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),436,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,married/widowed
291,no checking account,18,critical account/ other credits existing (not at this bank),car (used),1994,... < 100 DM,1 <= ... < 4 years,3,none,3,real estate,25,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
292,... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,radio/television,1032,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,39,none,own,1,skilled employee / official,1,none,yes,1,male,single
293,no checking account,24,existing credits paid back duly till now,car (used),2398,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
294,< 0 DM,21,critical account/ other credits existing (not at this bank),furniture/equipment,1563,unknown/ no savings account,.. >= 7 years,4,none,1,real estate,48,none,own,2,skilled employee / official,1,none,yes,1,male,divorced/separated/married
295,0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),furniture/equipment,1613,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,34,bank,own,2,unskilled - resident,1,none,yes,1,male,single
296,no checking account,18,critical account/ other credits existing (not at this bank),car (new),2574,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,42,none,own,2,skilled employee / official,1,none,yes,1,male,single
297,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,1523,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,real estate,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
298,< 0 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,1840,... < 100 DM,... < 1 year,2,none,4,real estate,26,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
299,0 <= ... < 200 DM,72,no credits taken/ all credits paid back duly,business,18424,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,74,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,divorced/separated/married
300,< 0 DM,12,existing credits paid back duly till now,car (new),790,... < 100 DM,unemployed,1,none,4,real estate,34,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
301,0 <= ... < 200 DM,4,no credits taken/ all credits paid back duly,furniture/equipment,624,... < 100 DM,... < 1 year,4,none,4,real estate,27,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
302,< 0 DM,24,existing credits paid back duly till now,car (new),5983,unknown/ no savings account,... < 1 year,2,none,2,real estate,29,none,own,1,skilled employee / official,2,none,no,1,male,single
303,< 0 DM,20,critical account/ other credits existing (not at this bank),car (new),1543,... < 100 DM,4 <= ... < 7 years,4,none,1,real estate,27,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
304,0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,828,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,1,male,single
305,no checking account,6,existing credits paid back duly till now,repairs,591,... < 100 DM,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,2,none,no,2,male,divorced/separated
306,0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),250,... < 100 DM,... < 1 year,4,none,4,real estate,21,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
307,0 <= ... < 200 DM,18,existing credits paid back duly till now,furniture/equipment,2319,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,1,real estate,22,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
308,no checking account,12,existing credits paid back duly till now,radio/television,1394,unknown/ no savings account,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
309,no checking account,29,existing credits paid back duly till now,furniture/equipment,6587,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,1,skilled employee / official,1,none,yes,1,female,single
310,no checking account,20,existing credits paid back duly till now,car (used),4235,500 <= ... < 1000 DM,4 <= ... < 7 years,1,none,4,if not A121 : building society savings agreement/ life insurance,31,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
311,no checking account,9,existing credits paid back duly till now,car (new),760,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
312,no checking account,24,existing credits paid back duly till now,radio/television,1510,unknown/ no savings account,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,none,yes,1,male,single
313,no checking account,47,critical account/ other credits existing (not at this bank),radio/television,3853,unknown/ no savings account,1 <= ... < 4 years,4,none,2,real estate,37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
314,0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),business,2010,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
315,0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,1260,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,none,yes,1,male,single
316,0 <= ... < 200 DM,36,existing credits paid back duly till now,radio/television,3083,unknown/ no savings account,4 <= ... < 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
317,no checking account,10,existing credits paid back duly till now,radio/television,1960,... < 100 DM,... < 1 year,2,none,3,real estate,34,none,own,1,skilled employee / official,1,none,yes,1,male,single
318,< 0 DM,9,existing credits paid back duly till now,education,1426,... < 100 DM,1 <= ... < 4 years,4,none,3,unknown / no property,30,none,for free,1,skilled employee / official,2,none,yes,2,male,divorced/separated
319,no checking account,9,critical account/ other credits existing (not at this bank),radio/television,586,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
320,no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1744,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
321,< 0 DM,24,no credits taken/ all credits paid back duly,radio/television,3385,... < 100 DM,.. >= 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",34,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
322,< 0 DM,11,existing credits paid back duly till now,furniture/equipment,2506,unknown/ no savings account,... < 1 year,2,none,3,if not A121 : building society savings agreement/ life insurance,38,none,rent,1,unskilled - resident,2,none,yes,1,male,single
323,no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,2015,100 <= ... < 500 DM,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
324,< 0 DM,24,delay in paying off in the past,car (new),4207,... < 100 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",31,bank,rent,1,skilled employee / official,1,none,yes,2,male,married/widowed
325,no checking account,24,existing credits paid back duly till now,car (new),4033,... < 100 DM,1 <= ... < 4 years,1,guarantor,4,unknown / no property,25,none,rent,1,skilled employee / official,1,none,yes,2,male,single
326,no checking account,18,critical account/ other credits existing (not at this bank),car (new),3326,... < 100 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,47,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,2,male,single
327,no checking account,12,existing credits paid back duly till now,radio/television,814,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
328,< 0 DM,47,existing credits paid back duly till now,car (new),3811,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,27,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
329,0 <= ... < 200 DM,20,critical account/ other credits existing (not at this bank),radio/television,3738,... < 100 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,40,none,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,1,male,single
330,no checking account,30,delay in paying off in the past,furniture/equipment,8222,unknown/ no savings account,4 <= ... < 7 years,4,none,2,unknown / no property,33,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
331,no checking account,9,existing credits paid back duly till now,car (new),3969,... < 100 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,31,none,own,2,unskilled - resident,2,none,yes,1,male,single
332,< 0 DM,11,critical account/ other credits existing (not at this bank),car (new),2882,... < 100 DM,... < 1 year,1,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,2,none,yes,1,male,single
333,no checking account,16,existing credits paid back duly till now,car (new),1601,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,2,none,yes,2,female,divorced/separated/married
334,< 0 DM,22,existing credits paid back duly till now,furniture/equipment,2055,unknown/ no savings account,.. >= 7 years,4,none,1,unknown / no property,25,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
335,0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),car (new),2456,unknown/ no savings account,... < 1 year,4,none,4,real estate,35,bank,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
336,no checking account,13,critical account/ other credits existing (not at this bank),radio/television,1140,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,1,male,single
337,no checking account,20,existing credits paid back duly till now,car (new),1787,unknown/ no savings account,1 <= ... < 4 years,4,none,2,real estate,45,none,own,1,skilled employee / official,1,none,yes,1,male,single
338,no checking account,20,existing credits paid back duly till now,car (new),3469,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,35,bank,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
339,0 <= ... < 200 DM,9,existing credits paid back duly till now,car (used),1241,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",67,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
340,< 0 DM,24,critical account/ other credits existing (not at this bank),car (new),2604,... < 100 DM,4 <= ... < 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,34,none,own,2,skilled employee / official,2,none,yes,1,male,single
341,0 <= ... < 200 DM,38,existing credits paid back duly till now,radio/television,5226,unknown/ no savings account,1 <= ... < 4 years,4,none,4,unknown / no property,28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
342,no checking account,14,existing credits paid back duly till now,radio/television,1195,... < 100 DM,1 <= ... < 4 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
343,no checking account,24,existing credits paid back duly till now,car (used),5190,... < 100 DM,4 <= ... < 7 years,2,none,4,unknown / no property,36,none,for free,1,skilled employee / official,2,none,yes,1,male,single
344,... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,radio/television,1245,... < 100 DM,4 <= ... < 7 years,4,none,1,real estate,44,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,divorced/separated
345,no checking account,25,delay in paying off in the past,radio/television,5507,unknown/ no savings account,1 <= ... < 4 years,2,none,4,unknown / no property,56,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
346,0 <= ... < 200 DM,15,existing credits paid back duly till now,repairs,1234,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,4,real estate,47,none,own,1,skilled employee / official,2,none,yes,2,female,divorced/separated/married
347,... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,radio/television,1069,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,28,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
348,... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,car (new),1820,... < 100 DM,4 <= ... < 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,23,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
349,< 0 DM,36,existing credits paid back duly till now,furniture/equipment,2237,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,none,yes,2,male,divorced/separated
350,... >= 200 DM / salary assignments for at least 1 year,36,existing credits paid back duly till now,furniture/equipment,2257,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
351,no checking account,26,existing credits paid back duly till now,radio/television,1975,unknown/ no savings account,1 <= ... < 4 years,4,none,4,real estate,41,none,own,1,skilled employee / official,1,none,yes,1,male,single
352,no checking account,9,existing credits paid back duly till now,car (new),1243,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",52,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
353,... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,radio/television,1076,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,24,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
354,no checking account,15,existing credits paid back duly till now,radio/television,1256,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
355,no checking account,29,existing credits paid back duly till now,radio/television,2287,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,4,real estate,20,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
356,no checking account,11,critical account/ other credits existing (not at this bank),car (used),1268,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
357,0 <= ... < 200 DM,33,delay in paying off in the past,car (new),1447,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",33,bank,own,1,skilled employee / official,1,none,yes,2,male,single
358,< 0 DM,40,critical account/ other credits existing (not at this bank),radio/television,8414,... < 100 DM,4 <= ... < 7 years,1,none,2,if not A121 : building society savings agreement/ life insurance,34,none,own,2,skilled employee / official,1,none,yes,1,male,single
359,< 0 DM,17,critical account/ other credits existing (not at this bank),radio/television,1376,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
360,< 0 DM,24,all credits at this bank paid back duly,education,1754,... < 100 DM,unemployed,4,none,4,"if not A121/A122 : car or other, not in attribute 6",47,bank,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
361,no checking account,15,existing credits paid back duly till now,car (used),1899,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
362,0 <= ... < 200 DM,72,existing credits paid back duly till now,business,18424,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,2,skilled employee / official,1,none,yes,2,male,single
363,0 <= ... < 200 DM,6,existing credits paid back duly till now,furniture/equipment,1442,... < 100 DM,1 <= ... < 4 years,3,none,1,real estate,32,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
364,no checking account,4,critical account/ other credits existing (not at this bank),car (new),250,... < 100 DM,.. >= 7 years,4,none,4,real estate,74,none,own,1,unskilled - resident,1,none,yes,1,male,divorced/separated/married
365,0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),car (used),4517,... < 100 DM,... < 1 year,1,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
366,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,3625,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,2,none,yes,1,male,single
367,no checking account,24,existing credits paid back duly till now,car (used),4064,500 <= ... < 1000 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,1,male,single
368,0 <= ... < 200 DM,12,delay in paying off in the past,furniture/equipment,867,100 <= ... < 500 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,30,none,rent,2,skilled employee / official,1,none,yes,1,male,married/widowed
369,... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,furniture/equipment,1981,... < 100 DM,... < 1 year,1,none,3,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
370,no checking account,24,existing credits paid back duly till now,furniture/equipment,3200,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
371,no checking account,24,critical account/ other credits existing (not at this bank),radio/television,3334,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
372,0 <= ... < 200 DM,4,critical account/ other credits existing (not at this bank),car (new),250,... < 100 DM,.. >= 7 years,4,none,4,real estate,74,none,own,2,unskilled - resident,1,none,yes,1,male,divorced/separated/married
373,0 <= ... < 200 DM,72,existing credits paid back duly till now,radio/television,18424,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,skilled employee / official,1,none,yes,2,female,single
