checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,personal-status,class-label
0 <= ... < 200 DM,45,critical account/ other credits existing (not at this bank),radio/television,6192,unknown/ no savings account,.. >= 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,44,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,12,critical account/ other credits existing (not at this bank),car (new),5128,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,repairs,2135,... < 100 DM,... < 1 year,4,none,4,unknown / no property,25,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,2
no checking account,31,delay in paying off in the past,radio/television,3946,100 <= ... < 500 DM,unemployed,3,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,single,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,4043,... < 100 DM,4 <= ... < 7 years,4,co-applicant,4,unknown / no property,37,none,for free,1,unskilled - resident,1,none,yes,male,single,2
no checking account,11,critical account/ other credits existing (not at this bank),car (used),671,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,22,bank,own,2,unskilled - resident,1,none,yes,female,divorced/separated/married,1
no checking account,17,critical account/ other credits existing (not at this bank),car (used),5299,... < 100 DM,4 <= ... < 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,14,existing credits paid back duly till now,radio/television,2489,.. >= 1000 DM,.. >= 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,married/widowed,1
no checking account,12,existing credits paid back duly till now,business,1650,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,32,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,21,critical account/ other credits existing (not at this bank),car (new),596,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",56,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
no checking account,12,delay in paying off in the past,car (new),4116,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,11,no credits taken/ all credits paid back duly,business,1334,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,40,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,7,critical account/ other credits existing (not at this bank),radio/television,1276,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,63,none,own,2,unskilled - resident,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,34,existing credits paid back duly till now,furniture/equipment,1495,100 <= ... < 500 DM,... < 1 year,4,none,4,real estate,19,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
0 <= ... < 200 DM,25,existing credits paid back duly till now,car (new),1677,... < 100 DM,.. >= 7 years,4,none,4,real estate,28,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
no checking account,9,existing credits paid back duly till now,radio/television,787,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,3,real estate,22,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
no checking account,11,critical account/ other credits existing (not at this bank),business,2035,... < 100 DM,1 <= ... < 4 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,unskilled - resident,1,none,yes,male,single,1
0 <= ... < 200 DM,38,no credits taken/ all credits paid back duly,furniture/equipment,2935,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,36,existing credits paid back duly till now,car (new),3759,.. >= 1000 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,male,single,1
< 0 DM,23,critical account/ other credits existing (not at this bank),radio/television,1673,unknown/ no savings account,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",47,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,13,existing credits paid back duly till now,radio/television,1495,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,real estate,29,none,own,1,unskilled - resident,1,none,yes,male,single,1
0 <= ... < 200 DM,33,existing credits paid back duly till now,radio/television,3161,unknown/ no savings account,4 <= ... < 7 years,4,none,3,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,13,delay in paying off in the past,car (new),1844,unknown/ no savings account,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,14,critical account/ other credits existing (not at this bank),car (new),4322,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,2,real estate,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1
no checking account,13,critical account/ other credits existing (not at this bank),furniture/equipment,4964,unknown/ no savings account,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,12,critical account/ other credits existing (not at this bank),car (new),2353,500 <= ... < 1000 DM,.. >= 7 years,2,none,4,real estate,42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,24,delay in paying off in the past,others,3971,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",29,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,26,critical account/ other credits existing (not at this bank),radio/television,1830,100 <= ... < 500 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,46,existing credits paid back duly till now,business,3054,... < 100 DM,.. >= 7 years,1,none,4,unknown / no property,36,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),furniture/equipment,1772,... < 100 DM,unemployed,4,none,4,unknown / no property,41,stores,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,2
0 <= ... < 200 DM,7,critical account/ other credits existing (not at this bank),furniture/equipment,1714,500 <= ... < 1000 DM,unemployed,2,none,2,real estate,46,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
no checking account,15,delay in paying off in the past,car (used),723,.. >= 1000 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,34,existing credits paid back duly till now,business,1837,... < 100 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",22,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,830,... < 100 DM,... < 1 year,4,none,4,real estate,21,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
no checking account,25,existing credits paid back duly till now,furniture/equipment,1361,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,44,existing credits paid back duly till now,car (new),14058,... < 100 DM,... < 1 year,4,none,4,unknown / no property,34,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (used),2458,... < 100 DM,.. >= 7 years,3,none,4,real estate,40,none,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,8,existing credits paid back duly till now,car (new),1534,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,9,critical account/ other credits existing (not at this bank),radio/television,2152,... < 100 DM,... < 1 year,4,none,3,real estate,42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,25,existing credits paid back duly till now,others,15319,... < 100 DM,4 <= ... < 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,23,critical account/ other credits existing (not at this bank),furniture/equipment,2325,unknown/ no savings account,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,8,no credits taken/ all credits paid back duly,business,1862,unknown/ no savings account,1 <= ... < 4 years,2,none,3,real estate,35,none,own,2,skilled employee / official,1,none,yes,female,married/widowed,2
no checking account,24,existing credits paid back duly till now,furniture/equipment,1921,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
no checking account,37,delay in paying off in the past,furniture/equipment,11475,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,26,existing credits paid back duly till now,car (new),5683,unknown/ no savings account,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",50,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1737,... < 100 DM,.. >= 7 years,3,none,4,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
no checking account,12,existing credits paid back duly till now,car (new),1854,... < 100 DM,.. >= 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,27,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,9,existing credits paid back duly till now,furniture/equipment,1650,100 <= ... < 500 DM,... < 1 year,2,none,2,real estate,30,none,own,1,skilled employee / official,2,none,yes,male,single,1
< 0 DM,9,critical account/ other credits existing (not at this bank),furniture/equipment,1967,100 <= ... < 500 DM,.. >= 7 years,3,none,4,real estate,43,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,27,existing credits paid back duly till now,business,6245,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",60,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
no checking account,22,critical account/ other credits existing (not at this bank),furniture/equipment,604,... < 100 DM,4 <= ... < 7 years,4,none,2,unknown / no property,29,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,14,existing credits paid back duly till now,furniture/equipment,4337,unknown/ no savings account,1 <= ... < 4 years,4,none,3,real estate,33,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,19,existing credits paid back duly till now,car (new),1931,... < 100 DM,1 <= ... < 4 years,4,co-applicant,2,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,2,none,yes,male,single,2
0 <= ... < 200 DM,15,no credits taken/ all credits paid back duly,car (new),311,... < 100 DM,.. >= 7 years,4,none,4,real estate,52,none,own,2,unskilled - resident,1,none,yes,female,divorced/separated/married,2
< 0 DM,9,critical account/ other credits existing (not at this bank),radio/television,1731,unknown/ no savings account,.. >= 7 years,4,none,2,real estate,47,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,10,no credits taken/ all credits paid back duly,education,1484,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",21,stores,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,9,critical account/ other credits existing (not at this bank),business,1895,unknown/ no savings account,4 <= ... < 7 years,3,none,4,real estate,36,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,14,delay in paying off in the past,furniture/equipment,2939,unknown/ no savings account,1 <= ... < 4 years,4,none,3,real estate,28,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),car (used),1601,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",56,none,own,3,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),furniture/equipment,1182,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,20,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
< 0 DM,42,no credits taken/ all credits paid back duly,furniture/equipment,9045,... < 100 DM,unemployed,2,none,4,unknown / no property,25,none,for free,2,skilled employee / official,1,none,yes,male,single,2
... >= 200 DM / salary assignments for at least 1 year,7,critical account/ other credits existing (not at this bank),furniture/equipment,1063,... < 100 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,33,none,own,2,unskilled - resident,1,none,yes,female,divorced/separated/married,2
no checking account,23,all credits at this bank paid back duly,furniture/equipment,1120,100 <= ... < 500 DM,... < 1 year,3,none,3,"if not A121/A122 : car or other, not in attribute 6",19,stores,own,2,unskilled - resident,1,none,yes,female,divorced/separated/married,2
< 0 DM,23,all credits at this bank paid back duly,car (new),1515,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,25,none,own,2,skilled employee / official,1,none,yes,male,single,2
< 0 DM,23,no credits taken/ all credits paid back duly,business,853,... < 100 DM,unemployed,4,none,4,unknown / no property,35,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,divorced/separated/married,2
no checking account,7,existing credits paid back duly till now,car (new),1523,500 <= ... < 1000 DM,.. >= 7 years,4,none,3,real estate,45,bank,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
no checking account,6,existing credits paid back duly till now,radio/television,1200,... < 100 DM,.. >= 7 years,4,guarantor,3,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no checking account,13,existing credits paid back duly till now,car (new),2264,unknown/ no savings account,unemployed,2,none,2,if not A121 : building society savings agreement/ life insurance,21,none,own,1,unskilled - resident,1,none,yes,male,divorced/separated/married,1
no checking account,6,existing credits paid back duly till now,furniture/equipment,1882,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,real estate,23,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,23,critical account/ other credits existing (not at this bank),radio/television,5814,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,23,existing credits paid back duly till now,radio/television,6833,... < 100 DM,unemployed,4,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated,1
< 0 DM,13,existing credits paid back duly till now,education,3845,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,22,stores,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,13,critical account/ other credits existing (not at this bank),car (new),1167,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,2,real estate,21,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
< 0 DM,7,delay in paying off in the past,furniture/equipment,2349,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,real estate,28,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,23,existing credits paid back duly till now,car (used),5146,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,real estate,31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,48,no credits taken/ all credits paid back duly,others,5784,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,62,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,1
0 <= ... < 200 DM,22,existing credits paid back duly till now,radio/television,5281,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,1
no checking account,15,all credits at this bank paid back duly,radio/television,1407,.. >= 1000 DM,4 <= ... < 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,38,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,27,critical account/ other credits existing (not at this bank),car (used),2616,unknown/ no savings account,.. >= 7 years,4,none,1,unknown / no property,58,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,7,critical account/ other credits existing (not at this bank),car (new),1535,... < 100 DM,1 <= ... < 4 years,3,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,2
< 0 DM,36,existing credits paid back duly till now,radio/television,1880,unknown/ no savings account,1 <= ... < 4 years,4,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,none,yes,male,single,2
no checking account,15,delay in paying off in the past,furniture/equipment,1108,... < 100 DM,.. >= 7 years,4,none,4,real estate,21,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,24,existing credits paid back duly till now,business,2277,unknown/ no savings account,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,49,existing credits paid back duly till now,car (used),6772,... < 100 DM,4 <= ... < 7 years,2,none,2,unknown / no property,26,none,rent,2,skilled employee / official,1,none,no,male,single,2
no checking account,14,critical account/ other credits existing (not at this bank),car (new),6706,... < 100 DM,unemployed,4,none,2,"if not A121/A122 : car or other, not in attribute 6",47,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,48,existing credits paid back duly till now,radio/television,7436,500 <= ... < 1000 DM,1 <= ... < 4 years,4,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",20,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,11,existing credits paid back duly till now,business,6892,... < 100 DM,unemployed,2,none,2,if not A121 : building society savings agreement/ life insurance,37,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,8158,.. >= 1000 DM,4 <= ... < 7 years,2,none,2,real estate,27,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,12,existing credits paid back duly till now,furniture/equipment,1783,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,2
no checking account,21,critical account/ other credits existing (not at this bank),education,1026,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,50,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,51,delay in paying off in the past,education,5857,... < 100 DM,unemployed,2,none,4,unknown / no property,33,bank,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,40,critical account/ other credits existing (not at this bank),radio/television,1270,... < 100 DM,1 <= ... < 4 years,3,none,4,if not A121 : building society savings agreement/ life insurance,22,none,own,2,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,45,existing credits paid back duly till now,domestic appliances,6364,unknown/ no savings account,4 <= ... < 7 years,2,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,male,single,2
no checking account,34,existing credits paid back duly till now,furniture/equipment,4875,100 <= ... < 500 DM,1 <= ... < 4 years,4,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,17,existing credits paid back duly till now,furniture/equipment,5116,500 <= ... < 1000 DM,unemployed,2,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,8,existing credits paid back duly till now,furniture/equipment,1716,unknown/ no savings account,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,13,existing credits paid back duly till now,car (new),3076,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",39,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,10,critical account/ other credits existing (not at this bank),radio/television,3339,unknown/ no savings account,1 <= ... < 4 years,2,none,4,real estate,26,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),business,1456,... < 100 DM,.. >= 7 years,3,none,4,real estate,41,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,16,critical account/ other credits existing (not at this bank),business,1583,500 <= ... < 1000 DM,.. >= 7 years,2,none,3,real estate,36,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no checking account,12,existing credits paid back duly till now,furniture/equipment,7513,... < 100 DM,... < 1 year,2,none,2,real estate,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,14,delay in paying off in the past,furniture/equipment,3025,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,none,yes,male,single,2
< 0 DM,42,no credits taken/ all credits paid back duly,domestic appliances,7976,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,43,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,2
no checking account,26,critical account/ other credits existing (not at this bank),repairs,1928,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,unskilled - resident,1,"yes, registered under the customers name",no,male,single,1
no checking account,9,existing credits paid back duly till now,radio/television,1261,unknown/ no savings account,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",46,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,8,existing credits paid back duly till now,radio/television,1395,... < 100 DM,... < 1 year,2,guarantor,1,if not A121 : building society savings agreement/ life insurance,27,none,rent,1,skilled employee / official,1,none,yes,male,married/widowed,1
< 0 DM,26,all credits at this bank paid back duly,car (new),11346,... < 100 DM,unemployed,2,none,3,unknown / no property,45,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,29,existing credits paid back duly till now,furniture/equipment,4098,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,30,existing credits paid back duly till now,education,12558,... < 100 DM,... < 1 year,4,none,4,real estate,21,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,36,existing credits paid back duly till now,furniture/equipment,6599,500 <= ... < 1000 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",36,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,10,critical account/ other credits existing (not at this bank),radio/television,1453,500 <= ... < 1000 DM,4 <= ... < 7 years,4,guarantor,2,real estate,45,bank,own,2,unskilled - resident,1,none,yes,male,single,1
0 <= ... < 200 DM,37,critical account/ other credits existing (not at this bank),business,2106,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,28,existing credits paid back duly till now,furniture/equipment,4557,... < 100 DM,... < 1 year,4,none,4,unknown / no property,47,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,5,delay in paying off in the past,radio/television,1328,.. >= 1000 DM,1 <= ... < 4 years,3,none,3,real estate,23,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1115,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,19,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,17,critical account/ other credits existing (not at this bank),car (used),3257,... < 100 DM,unemployed,2,none,4,unknown / no property,63,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,11,existing credits paid back duly till now,car (new),3887,unknown/ no savings account,1 <= ... < 4 years,2,none,2,real estate,27,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
no checking account,25,critical account/ other credits existing (not at this bank),radio/television,1711,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,21,existing credits paid back duly till now,radio/television,3009,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,2
0 <= ... < 200 DM,39,delay in paying off in the past,radio/television,7530,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",54,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,15,existing credits paid back duly till now,business,2064,... < 100 DM,1 <= ... < 4 years,2,none,3,real estate,20,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,32,delay in paying off in the past,retraining,6546,100 <= ... < 500 DM,... < 1 year,4,none,2,unknown / no property,21,bank,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,41,existing credits paid back duly till now,radio/television,1029,... < 100 DM,... < 1 year,2,none,2,real estate,25,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,2
0 <= ... < 200 DM,13,existing credits paid back duly till now,car (new),3395,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,22,existing credits paid back duly till now,radio/television,2466,... < 100 DM,unemployed,2,none,4,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
