,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
252,no checking account,13,existing credits paid back duly till now,radio/television,1498,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
253,< 0 DM,38,existing credits paid back duly till now,education,7250,... < 100 DM,... < 1 year,1,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,2,male,single
254,0 <= ... < 200 DM,36,existing credits paid back duly till now,radio/television,1382,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
255,< 0 DM,31,existing credits paid back duly till now,radio/television,1909,... < 100 DM,1 <= ... < 4 years,3,guarantor,4,real estate,35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,married/widowed
256,no checking account,37,existing credits paid back duly till now,radio/television,1585,... < 100 DM,... < 1 year,4,none,4,unknown / no property,46,none,own,1,skilled employee / official,1,none,yes,1,male,single
257,no checking account,11,existing credits paid back duly till now,car (new),3161,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
258,no checking account,38,existing credits paid back duly till now,radio/television,3181,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
259,0 <= ... < 200 DM,40,existing credits paid back duly till now,furniture/equipment,1564,unknown/ no savings account,4 <= ... < 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,yes,2,male,single
260,0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,2050,... < 100 DM,... < 1 year,4,none,4,real estate,25,none,own,1,unskilled - resident,1,none,yes,1,male,single
261,no checking account,38,critical account/ other credits existing (not at this bank),radio/television,3999,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,skilled employee / official,1,none,yes,1,male,single
262,0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),radio/television,1640,... < 100 DM,.. >= 7 years,1,none,4,real estate,28,none,own,2,unskilled - resident,1,none,yes,1,male,divorced/separated/married
263,0 <= ... < 200 DM,24,all credits at this bank paid back duly,radio/television,3066,.. >= 1000 DM,... < 1 year,4,none,4,real estate,27,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
264,< 0 DM,23,existing credits paid back duly till now,radio/television,1910,unknown/ no savings account,1 <= ... < 4 years,4,none,2,real estate,23,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
265,0 <= ... < 200 DM,43,critical account/ other credits existing (not at this bank),car (used),6461,... < 100 DM,1 <= ... < 4 years,1,none,4,unknown / no property,36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
266,... >= 200 DM / salary assignments for at least 1 year,14,existing credits paid back duly till now,furniture/equipment,1653,... < 100 DM,.. >= 7 years,1,none,4,real estate,50,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
267,< 0 DM,7,delay in paying off in the past,car (new),867,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,37,none,own,2,unskilled - resident,1,none,yes,2,male,single
268,< 0 DM,10,existing credits paid back duly till now,radio/television,1252,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,28,none,rent,1,unskilled - resident,1,none,yes,2,male,married/widowed
269,no checking account,8,critical account/ other credits existing (not at this bank),car (new),1317,.. >= 1000 DM,1 <= ... < 4 years,2,none,3,real estate,28,none,rent,1,unskilled - resident,1,none,yes,1,male,married/widowed
270,< 0 DM,22,critical account/ other credits existing (not at this bank),car (new),2653,... < 100 DM,.. >= 7 years,1,none,4,unknown / no property,28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
271,no checking account,23,existing credits paid back duly till now,radio/television,1891,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,22,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
272,no checking account,10,critical account/ other credits existing (not at this bank),car (used),6533,... < 100 DM,4 <= ... < 7 years,2,none,3,unknown / no property,35,none,rent,2,skilled employee / official,2,none,yes,1,male,single
273,no checking account,13,critical account/ other credits existing (not at this bank),car (new),1280,.. >= 1000 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,2,skilled employee / official,1,none,yes,1,male,divorced/separated/married
274,0 <= ... < 200 DM,32,critical account/ other credits existing (not at this bank),radio/television,3775,... < 100 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
275,< 0 DM,8,critical account/ other credits existing (not at this bank),car (new),836,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,36,none,rent,2,unskilled - resident,1,none,yes,1,male,single
276,< 0 DM,13,existing credits paid back duly till now,car (new),1288,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",52,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
277,< 0 DM,22,delay in paying off in the past,furniture/equipment,3924,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
278,no checking account,24,existing credits paid back duly till now,car (used),3081,.. >= 1000 DM,... < 1 year,2,none,2,unknown / no property,27,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
279,0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),6710,... < 100 DM,unemployed,2,none,2,unknown / no property,26,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
280,< 0 DM,13,existing credits paid back duly till now,car (new),1939,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,2,skilled employee / official,1,none,yes,1,male,single
281,no checking account,10,existing credits paid back duly till now,furniture/equipment,3086,... < 100 DM,... < 1 year,1,none,1,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
282,no checking account,31,no credits taken/ all credits paid back duly,business,3737,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,2,unskilled - resident,1,none,yes,2,female,divorced/separated/married
283,no checking account,13,critical account/ other credits existing (not at this bank),radio/television,1374,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,1,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
284,no checking account,14,existing credits paid back duly till now,radio/television,1870,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
285,< 0 DM,10,existing credits paid back duly till now,radio/television,1387,... < 100 DM,1 <= ... < 4 years,4,none,1,if not A121 : building society savings agreement/ life insurance,23,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
286,no checking account,14,existing credits paid back duly till now,business,1914,500 <= ... < 1000 DM,... < 1 year,3,none,3,real estate,35,bank,own,1,unskilled - resident,1,none,yes,1,male,single
287,0 <= ... < 200 DM,11,no credits taken/ all credits paid back duly,car (new),897,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,2,male,single
288,no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,1795,... < 100 DM,4 <= ... < 7 years,3,none,4,real estate,60,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
289,no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,4101,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,38,bank,rent,1,skilled employee / official,1,none,yes,1,male,single
290,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,3218,... < 100 DM,4 <= ... < 7 years,2,none,4,real estate,51,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
291,0 <= ... < 200 DM,13,existing credits paid back duly till now,car (new),1097,... < 100 DM,.. >= 7 years,4,none,2,unknown / no property,41,bank,for free,1,skilled employee / official,1,none,yes,2,male,single
292,< 0 DM,32,existing credits paid back duly till now,radio/television,1677,... < 100 DM,.. >= 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,none,yes,1,male,single
293,no checking account,13,existing credits paid back duly till now,radio/television,1493,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",44,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,married/widowed
294,no checking account,9,existing credits paid back duly till now,radio/television,1400,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,25,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
295,no checking account,38,delay in paying off in the past,car (used),3801,.. >= 1000 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes,1,male,divorced/separated/married
296,no checking account,22,critical account/ other credits existing (not at this bank),radio/television,1370,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
297,no checking account,7,existing credits paid back duly till now,car (new),4017,unknown/ no savings account,4 <= ... < 7 years,1,none,2,if not A121 : building society savings agreement/ life insurance,37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
298,0 <= ... < 200 DM,39,existing credits paid back duly till now,furniture/equipment,3779,... < 100 DM,1 <= ... < 4 years,1,none,4,real estate,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
299,no checking account,37,delay in paying off in the past,business,3994,.. >= 1000 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
300,0 <= ... < 200 DM,13,existing credits paid back duly till now,car (new),1719,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",44,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
301,0 <= ... < 200 DM,15,delay in paying off in the past,business,6909,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,25,none,rent,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
302,no checking account,24,existing credits paid back duly till now,radio/television,6072,unknown/ no savings account,... < 1 year,1,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
303,no checking account,24,existing credits paid back duly till now,furniture/equipment,1167,100 <= ... < 500 DM,4 <= ... < 7 years,3,none,2,real estate,25,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
304,< 0 DM,24,existing credits paid back duly till now,furniture/equipment,3812,... < 100 DM,... < 1 year,1,none,4,unknown / no property,25,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
305,no checking account,23,critical account/ other credits existing (not at this bank),radio/television,1991,... < 100 DM,.. >= 7 years,4,none,4,real estate,60,bank,for free,1,skilled employee / official,1,none,yes,1,female,single
306,< 0 DM,24,existing credits paid back duly till now,radio/television,3065,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
307,no checking account,9,delay in paying off in the past,car (new),1329,... < 100 DM,.. >= 7 years,4,none,4,real estate,64,bank,for free,1,unskilled - resident,2,none,yes,1,male,single
308,0 <= ... < 200 DM,8,existing credits paid back duly till now,furniture/equipment,1516,... < 100 DM,... < 1 year,1,none,1,real estate,34,none,own,1,unskilled - resident,1,none,yes,1,male,single
309,0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),1817,... < 100 DM,1 <= ... < 4 years,1,none,3,unknown / no property,26,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
310,no checking account,24,critical account/ other credits existing (not at this bank),car (new),3607,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,4,unknown / no property,55,none,own,2,skilled employee / official,2,none,yes,1,male,single
311,0 <= ... < 200 DM,39,existing credits paid back duly till now,car (used),3971,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
312,0 <= ... < 200 DM,35,delay in paying off in the past,business,3364,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,52,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
313,< 0 DM,11,critical account/ other credits existing (not at this bank),car (new),1818,... < 100 DM,1 <= ... < 4 years,2,none,3,real estate,36,none,own,1,skilled employee / official,2,none,yes,1,male,single
314,no checking account,40,delay in paying off in the past,car (new),3991,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,42,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
315,0 <= ... < 200 DM,16,no credits taken/ all credits paid back duly,car (new),10208,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",35,stores,own,2,skilled employee / official,2,none,yes,1,male,single
316,< 0 DM,10,all credits at this bank paid back duly,furniture/equipment,3829,... < 100 DM,... < 1 year,3,none,3,real estate,55,bank,for free,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
317,< 0 DM,8,existing credits paid back duly till now,radio/television,1600,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
318,no checking account,12,existing credits paid back duly till now,car (new),1384,500 <= ... < 1000 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",53,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
319,< 0 DM,9,existing credits paid back duly till now,radio/television,1884,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,male,single
320,0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),car (new),946,... < 100 DM,4 <= ... < 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
321,0 <= ... < 200 DM,7,existing credits paid back duly till now,car (new),4130,... < 100 DM,... < 1 year,1,none,2,if not A121 : building society savings agreement/ life insurance,21,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,2,male,married/widowed
322,no checking account,23,existing credits paid back duly till now,radio/television,1422,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,48,none,own,1,unskilled - resident,1,none,yes,1,male,single
323,0 <= ... < 200 DM,43,existing credits paid back duly till now,business,3450,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,35,none,own,1,skilled employee / official,1,none,yes,2,male,single
324,no checking account,11,critical account/ other credits existing (not at this bank),radio/television,1333,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
325,< 0 DM,11,critical account/ other credits existing (not at this bank),education,1405,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
326,no checking account,15,delay in paying off in the past,furniture/equipment,4865,... < 100 DM,.. >= 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,55,none,own,2,skilled employee / official,1,none,yes,2,male,married/widowed
327,< 0 DM,14,existing credits paid back duly till now,furniture/equipment,4049,... < 100 DM,... < 1 year,3,none,1,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,married/widowed
328,< 0 DM,16,delay in paying off in the past,car (new),2095,... < 100 DM,unemployed,1,none,2,if not A121 : building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,married/widowed
329,no checking account,14,existing credits paid back duly till now,car (used),3166,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
330,no checking account,9,existing credits paid back duly till now,car (new),1969,... < 100 DM,... < 1 year,4,none,4,real estate,52,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,2,male,married/widowed
331,0 <= ... < 200 DM,14,existing credits paid back duly till now,furniture/equipment,1387,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,24,bank,own,1,unskilled - resident,1,none,yes,2,male,single
332,< 0 DM,10,existing credits paid back duly till now,radio/television,1505,... < 100 DM,1 <= ... < 4 years,3,none,4,real estate,26,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
333,< 0 DM,10,critical account/ other credits existing (not at this bank),car (new),2777,... < 100 DM,4 <= ... < 7 years,2,none,4,real estate,37,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
334,0 <= ... < 200 DM,23,existing credits paid back duly till now,car (used),3564,unknown/ no savings account,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",23,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,divorced/separated
335,no checking account,23,delay in paying off in the past,radio/television,3670,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,real estate,33,none,own,2,unskilled - resident,1,none,yes,2,male,divorced/separated
336,no checking account,23,existing credits paid back duly till now,radio/television,3347,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,41,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
337,0 <= ... < 200 DM,10,existing credits paid back duly till now,furniture/equipment,1183,... < 100 DM,1 <= ... < 4 years,2,none,4,real estate,23,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
338,... >= 200 DM / salary assignments for at least 1 year,23,critical account/ other credits existing (not at this bank),radio/television,1558,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,1,male,single
339,< 0 DM,24,existing credits paid back duly till now,car (new),1430,... < 100 DM,unemployed,4,none,4,"if not A121/A122 : car or other, not in attribute 6",28,bank,own,1,skilled employee / official,2,none,yes,2,male,single
340,0 <= ... < 200 DM,41,existing credits paid back duly till now,radio/television,7590,unknown/ no savings account,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,married/widowed
341,no checking account,42,critical account/ other credits existing (not at this bank),radio/television,3744,unknown/ no savings account,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
342,no checking account,41,delay in paying off in the past,business,3026,... < 100 DM,1 <= ... < 4 years,3,none,4,real estate,55,stores,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
343,0 <= ... < 200 DM,11,existing credits paid back duly till now,car (used),8081,... < 100 DM,4 <= ... < 7 years,1,none,4,unknown / no property,25,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
344,no checking account,14,existing credits paid back duly till now,car (new),1315,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,married/widowed
345,0 <= ... < 200 DM,35,existing credits paid back duly till now,radio/television,1645,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
346,no checking account,37,critical account/ other credits existing (not at this bank),business,7981,unknown/ no savings account,.. >= 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,26,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
347,no checking account,8,delay in paying off in the past,radio/television,2062,unknown/ no savings account,... < 1 year,4,none,4,real estate,38,none,own,1,unskilled - resident,2,none,yes,1,male,single
348,< 0 DM,11,critical account/ other credits existing (not at this bank),car (new),1792,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
349,no checking account,39,critical account/ other credits existing (not at this bank),business,1693,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,none,yes,1,male,single
350,no checking account,11,delay in paying off in the past,radio/television,1266,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,unskilled - resident,1,none,yes,1,male,single
351,no checking account,24,existing credits paid back duly till now,radio/television,3237,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
352,no checking account,13,existing credits paid back duly till now,furniture/equipment,3483,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
353,0 <= ... < 200 DM,22,all credits at this bank paid back duly,car (new),4035,100 <= ... < 500 DM,unemployed,2,none,2,if not A121 : building society savings agreement/ life insurance,27,bank,own,2,unskilled - resident,1,none,yes,2,male,single
354,... >= 200 DM / salary assignments for at least 1 year,22,existing credits paid back duly till now,car (new),1569,unknown/ no savings account,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,for free,1,unskilled - resident,1,none,yes,1,female,single
355,0 <= ... < 200 DM,10,critical account/ other credits existing (not at this bank),education,970,.. >= 1000 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,none,yes,1,male,single
356,no checking account,24,critical account/ other credits existing (not at this bank),education,3842,.. >= 1000 DM,.. >= 7 years,4,none,4,unknown / no property,48,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
357,no checking account,13,existing credits paid back duly till now,radio/television,1691,unknown/ no savings account,1 <= ... < 4 years,2,none,2,real estate,26,none,own,2,skilled employee / official,1,none,yes,1,male,single
358,0 <= ... < 200 DM,42,existing credits paid back duly till now,radio/television,4143,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
359,< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1166,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
360,no checking account,9,existing credits paid back duly till now,furniture/equipment,1117,... < 100 DM,... < 1 year,3,none,3,if not A121 : building society savings agreement/ life insurance,23,bank,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
361,no checking account,34,existing credits paid back duly till now,radio/television,3948,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,none,yes,1,male,single
362,no checking account,10,critical account/ other credits existing (not at this bank),radio/television,1307,... < 100 DM,.. >= 7 years,4,none,4,real estate,57,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
363,no checking account,32,delay in paying off in the past,business,2915,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
364,no checking account,11,existing credits paid back duly till now,radio/television,1747,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,divorced/separated/married
365,no checking account,6,existing credits paid back duly till now,car (new),1632,... < 100 DM,1 <= ... < 4 years,1,none,1,real estate,26,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated
366,< 0 DM,39,delay in paying off in the past,furniture/equipment,3201,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,35,stores,own,2,skilled employee / official,1,none,yes,1,male,single
367,< 0 DM,12,existing credits paid back duly till now,car (new),1520,unknown/ no savings account,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
368,no checking account,36,delay in paying off in the past,radio/television,1649,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,1,none,yes,2,male,single
369,... >= 200 DM / salary assignments for at least 1 year,23,existing credits paid back duly till now,radio/television,1590,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",33,bank,own,1,unskilled - resident,1,none,yes,2,male,single
370,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1190,... < 100 DM,... < 1 year,3,none,4,real estate,34,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
371,no checking account,10,critical account/ other credits existing (not at this bank),business,1488,500 <= ... < 1000 DM,4 <= ... < 7 years,3,none,4,unknown / no property,51,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
372,... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,2910,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,26,none,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
373,no checking account,23,existing credits paid back duly till now,business,2152,.. >= 1000 DM,1 <= ... < 4 years,3,guarantor,4,real estate,51,bank,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
374,< 0 DM,24,existing credits paid back duly till now,business,3840,unknown/ no savings account,4 <= ... < 7 years,4,none,4,real estate,47,bank,own,1,skilled employee / official,2,none,yes,1,male,single
375,< 0 DM,23,critical account/ other credits existing (not at this bank),car (new),1622,... < 100 DM,.. >= 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,56,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,married/widowed
376,< 0 DM,11,critical account/ other credits existing (not at this bank),furniture/equipment,3857,... < 100 DM,1 <= ... < 4 years,1,none,4,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
377,no checking account,7,critical account/ other credits existing (not at this bank),car (new),1887,... < 100 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,50,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
