checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,personal-status,class-label
0 <= ... < 200 DM,35,critical account/ other credits existing (not at this bank),car (new),1118,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,26,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,36,delay in paying off in the past,radio/television,8112,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,34,none,own,2,skilled employee / official,2,none,yes,male,single,1
0 <= ... < 200 DM,25,critical account/ other credits existing (not at this bank),business,3331,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,43,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,9,delay in paying off in the past,furniture/equipment,1280,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,49,none,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,20,existing credits paid back duly till now,furniture/equipment,8454,... < 100 DM,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,37,none,rent,2,unskilled - resident,1,none,yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,8,critical account/ other credits existing (not at this bank),car (new),2132,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,37,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
0 <= ... < 200 DM,35,all credits at this bank paid back duly,car (new),1585,... < 100 DM,4 <= ... < 7 years,3,none,3,real estate,26,none,rent,1,unskilled - resident,2,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,27,delay in paying off in the past,business,7415,... < 100 DM,1 <= ... < 4 years,2,none,2,unknown / no property,31,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,33,existing credits paid back duly till now,car (used),7745,... < 100 DM,.. >= 7 years,4,none,2,unknown / no property,37,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated,2
0 <= ... < 200 DM,6,critical account/ other credits existing (not at this bank),car (new),1470,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,unskilled - resident,2,none,no,male,single,1
no checking account,25,critical account/ other credits existing (not at this bank),business,1718,... < 100 DM,... < 1 year,4,none,1,real estate,36,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,9,critical account/ other credits existing (not at this bank),radio/television,2971,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,53,bank,for free,2,skilled employee / official,2,none,yes,male,single,2
no checking account,48,critical account/ other credits existing (not at this bank),car (used),3027,... < 100 DM,1 <= ... < 4 years,1,none,1,"if not A121/A122 : car or other, not in attribute 6",36,bank,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,41,delay in paying off in the past,furniture/equipment,1064,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,rent,2,skilled employee / official,2,none,yes,male,single,1
no checking account,46,critical account/ other credits existing (not at this bank),car (new),2066,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,25,critical account/ other credits existing (not at this bank),furniture/equipment,7076,.. >= 1000 DM,.. >= 7 years,2,none,4,real estate,58,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,5,critical account/ other credits existing (not at this bank),radio/television,1171,... < 100 DM,4 <= ... < 7 years,4,guarantor,4,real estate,25,none,rent,2,unskilled - resident,2,none,no,male,single,1
no checking account,44,critical account/ other credits existing (not at this bank),car (new),9043,unknown/ no savings account,.. >= 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,41,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,15,delay in paying off in the past,car (new),6191,unknown/ no savings account,... < 1 year,2,none,3,"if not A121/A122 : car or other, not in attribute 6",41,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
no checking account,26,delay in paying off in the past,car (new),12139,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,29,none,own,2,unskilled - resident,1,none,yes,male,single,1
no checking account,16,critical account/ other credits existing (not at this bank),car (new),1661,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",54,stores,own,3,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,9,delay in paying off in the past,radio/television,1904,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),car (new),1839,... < 100 DM,1 <= ... < 4 years,2,none,3,real estate,54,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,25,existing credits paid back duly till now,domestic appliances,303,... < 100 DM,1 <= ... < 4 years,4,none,1,real estate,30,bank,own,1,unskilled - resident,2,none,yes,male,divorced/separated/married,2
0 <= ... < 200 DM,42,no credits taken/ all credits paid back duly,car (new),9898,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,27,bank,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,26,delay in paying off in the past,car (used),3518,500 <= ... < 1000 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,2,none,yes,male,single,1
0 <= ... < 200 DM,53,delay in paying off in the past,business,7324,unknown/ no savings account,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",44,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),business,1940,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,48,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,male,divorced/separated,1
< 0 DM,14,critical account/ other credits existing (not at this bank),car (used),908,... < 100 DM,.. >= 7 years,4,none,4,real estate,37,none,for free,2,unskilled - resident,2,none,yes,male,single,2
< 0 DM,8,critical account/ other credits existing (not at this bank),car (new),1439,... < 100 DM,4 <= ... < 7 years,4,none,3,real estate,32,none,own,2,unskilled - resident,2,none,no,male,single,1
< 0 DM,9,existing credits paid back duly till now,car (new),1916,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",43,none,rent,2,skilled employee / official,2,none,yes,male,single,1
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1863,... < 100 DM,.. >= 7 years,4,none,4,real estate,43,none,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,24,critical account/ other credits existing (not at this bank),education,892,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,9,delay in paying off in the past,car (new),2472,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,32,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,11,critical account/ other credits existing (not at this bank),car (new),1270,... < 100 DM,.. >= 7 years,4,none,2,real estate,52,none,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,23,delay in paying off in the past,car (new),1432,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,39,none,for free,2,skilled employee / official,2,none,yes,male,single,2
no checking account,20,critical account/ other credits existing (not at this bank),car (used),1790,unknown/ no savings account,1 <= ... < 4 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,11,critical account/ other credits existing (not at this bank),car (new),511,.. >= 1000 DM,1 <= ... < 4 years,4,none,4,real estate,44,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,18,delay in paying off in the past,car (new),1508,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",36,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,40,critical account/ other credits existing (not at this bank),business,5985,... < 100 DM,.. >= 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",41,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,11,critical account/ other credits existing (not at this bank),radio/television,913,... < 100 DM,.. >= 7 years,4,none,4,real estate,28,none,own,2,skilled employee / official,2,none,yes,male,single,2
no checking account,23,critical account/ other credits existing (not at this bank),car (new),1767,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,35,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,8,critical account/ other credits existing (not at this bank),car (new),1424,... < 100 DM,1 <= ... < 4 years,3,none,4,real estate,26,none,rent,2,unskilled - resident,2,none,yes,male,single,1
no checking account,24,critical account/ other credits existing (not at this bank),education,1715,... < 100 DM,1 <= ... < 4 years,2,none,4,real estate,46,bank,rent,2,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,25,critical account/ other credits existing (not at this bank),business,6093,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,21,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
no checking account,26,critical account/ other credits existing (not at this bank),radio/television,2154,unknown/ no savings account,4 <= ... < 7 years,4,none,3,real estate,30,none,own,2,skilled employee / official,2,none,yes,male,single,1
0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),car (new),3015,... < 100 DM,unemployed,4,none,3,if not A121 : building society savings agreement/ life insurance,31,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,10,existing credits paid back duly till now,car (new),7100,500 <= ... < 1000 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",57,none,rent,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,23,delay in paying off in the past,business,1836,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,2,skilled employee / official,2,none,yes,male,single,2
0 <= ... < 200 DM,22,critical account/ other credits existing (not at this bank),others,5098,... < 100 DM,unemployed,2,none,2,if not A121 : building society savings agreement/ life insurance,41,bank,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
no checking account,42,critical account/ other credits existing (not at this bank),furniture/equipment,2688,unknown/ no savings account,.. >= 7 years,2,none,2,unknown / no property,27,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,9,critical account/ other credits existing (not at this bank),car (new),928,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,42,none,own,2,unskilled - resident,2,none,no,male,single,1
... >= 200 DM / salary assignments for at least 1 year,25,critical account/ other credits existing (not at this bank),radio/television,1270,... < 100 DM,.. >= 7 years,4,none,2,unknown / no property,48,bank,for free,2,unskilled - resident,1,none,yes,female,divorced/separated/married,1
no checking account,5,delay in paying off in the past,business,1041,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,24,none,rent,2,skilled employee / official,2,none,no,male,married/widowed,1
0 <= ... < 200 DM,27,delay in paying off in the past,business,4102,unknown/ no savings account,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",39,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,31,critical account/ other credits existing (not at this bank),furniture/equipment,1417,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,49,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,27,critical account/ other credits existing (not at this bank),furniture/equipment,8542,unknown/ no savings account,... < 1 year,3,none,2,"if not A121/A122 : car or other, not in attribute 6",39,stores,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,49,critical account/ other credits existing (not at this bank),business,8343,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,41,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
no checking account,20,critical account/ other credits existing (not at this bank),furniture/equipment,1780,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,7,critical account/ other credits existing (not at this bank),car (new),1115,... < 100 DM,... < 1 year,4,none,3,real estate,44,none,own,2,skilled employee / official,2,none,yes,male,single,2
< 0 DM,10,existing credits paid back duly till now,education,1914,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,51,none,own,1,skilled employee / official,2,none,yes,female,divorced/separated/married,1
no checking account,33,critical account/ other credits existing (not at this bank),business,9697,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,39,none,rent,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,15,existing credits paid back duly till now,car (new),1643,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,13,delay in paying off in the past,car (used),6352,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,own,3,skilled employee / official,2,none,yes,male,single,1
no checking account,5,critical account/ other credits existing (not at this bank),car (new),2311,.. >= 1000 DM,1 <= ... < 4 years,3,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,60,all credits at this bank paid back duly,car (new),6133,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,25,none,for free,1,skilled employee / official,2,none,yes,male,single,2
no checking account,9,critical account/ other credits existing (not at this bank),business,2393,... < 100 DM,1 <= ... < 4 years,1,guarantor,2,real estate,25,none,own,2,unskilled - resident,2,none,no,male,single,1
no checking account,26,delay in paying off in the past,business,1856,unknown/ no savings account,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,34,stores,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
no checking account,18,critical account/ other credits existing (not at this bank),car (new),1602,... < 100 DM,.. >= 7 years,2,none,4,real estate,50,bank,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,60,delay in paying off in the past,business,12569,.. >= 1000 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",41,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,22,critical account/ other credits existing (not at this bank),business,1861,... < 100 DM,.. >= 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,34,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
0 <= ... < 200 DM,44,existing credits paid back duly till now,car (new),3109,... < 100 DM,... < 1 year,4,none,2,unknown / no property,53,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,divorced/separated/married,1
< 0 DM,23,delay in paying off in the past,car (new),1976,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,42,none,for free,2,skilled employee / official,2,none,yes,male,single,1
no checking account,45,delay in paying off in the past,business,4697,500 <= ... < 1000 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",39,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
no checking account,6,critical account/ other credits existing (not at this bank),radio/television,1731,... < 100 DM,4 <= ... < 7 years,2,none,2,real estate,47,none,rent,2,unskilled - resident,2,none,no,male,single,1
no checking account,31,existing credits paid back duly till now,radio/television,1752,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,50,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,37,critical account/ other credits existing (not at this bank),car (new),1217,... < 100 DM,.. >= 7 years,4,none,4,real estate,52,none,own,2,skilled employee / official,2,none,yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,11,critical account/ other credits existing (not at this bank),car (new),1059,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,53,none,own,3,skilled employee / official,2,none,yes,male,single,1
no checking account,12,existing credits paid back duly till now,business,7014,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",49,stores,own,2,unskilled - resident,2,none,yes,male,single,1
no checking account,20,critical account/ other credits existing (not at this bank),car (new),1396,... < 100 DM,.. >= 7 years,4,none,4,real estate,44,none,own,2,skilled employee / official,2,none,yes,male,married/widowed,1
no checking account,19,critical account/ other credits existing (not at this bank),business,1124,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,39,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,24,existing credits paid back duly till now,radio/television,1953,.. >= 1000 DM,1 <= ... < 4 years,4,none,3,real estate,38,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,2
< 0 DM,10,critical account/ other credits existing (not at this bank),radio/television,1685,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,24,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,22,critical account/ other credits existing (not at this bank),business,3852,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,43,existing credits paid back duly till now,radio/television,5595,unknown/ no savings account,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,8,critical account/ other credits existing (not at this bank),radio/television,1137,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,45,none,rent,2,unskilled - resident,2,none,no,male,single,1
< 0 DM,9,delay in paying off in the past,car (new),6709,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,50,none,rent,2,skilled employee / official,2,none,yes,male,single,2
no checking account,27,critical account/ other credits existing (not at this bank),business,8145,unknown/ no savings account,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",44,bank,own,3,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,9,critical account/ other credits existing (not at this bank),car (new),1734,... < 100 DM,.. >= 7 years,4,none,4,real estate,51,none,for free,3,unskilled - resident,2,none,yes,male,single,1
< 0 DM,12,existing credits paid back duly till now,domestic appliances,758,... < 100 DM,.. >= 7 years,4,none,3,unknown / no property,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,2
no checking account,64,critical account/ other credits existing (not at this bank),car (new),2046,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,37,none,own,2,skilled employee / official,2,none,yes,male,single,1
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),business,955,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,28,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,2
0 <= ... < 200 DM,32,delay in paying off in the past,radio/television,1993,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",48,none,rent,2,skilled employee / official,2,none,yes,male,single,1
no checking account,25,delay in paying off in the past,business,6971,... < 100 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,2,unskilled - resident,2,none,yes,male,single,1
no checking account,14,existing credits paid back duly till now,car (new),739,... < 100 DM,unemployed,4,none,4,real estate,47,none,own,1,unskilled - resident,2,none,yes,male,single,2
< 0 DM,12,all credits at this bank paid back duly,car (new),1447,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,42,none,for free,2,skilled employee / official,2,none,yes,male,single,1
no checking account,7,critical account/ other credits existing (not at this bank),car (new),1673,... < 100 DM,.. >= 7 years,4,none,2,real estate,46,none,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,31,existing credits paid back duly till now,radio/television,1004,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,41,none,own,2,unskilled - resident,2,none,yes,male,single,1
< 0 DM,8,critical account/ other credits existing (not at this bank),car (new),667,... < 100 DM,... < 1 year,4,none,3,real estate,33,none,own,3,unskilled - resident,2,none,yes,male,married/widowed,1
no checking account,22,critical account/ other credits existing (not at this bank),business,2143,... < 100 DM,1 <= ... < 4 years,2,none,4,real estate,41,none,own,3,unskilled - resident,2,none,yes,male,single,1
< 0 DM,24,critical account/ other credits existing (not at this bank),radio/television,1319,... < 100 DM,.. >= 7 years,4,none,4,real estate,39,none,own,2,skilled employee / official,2,none,yes,male,single,1
0 <= ... < 200 DM,16,critical account/ other credits existing (not at this bank),business,2288,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,38,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2493,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",47,none,own,2,unskilled - resident,2,none,yes,male,single,1
< 0 DM,16,existing credits paid back duly till now,car (new),1412,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,52,none,for free,2,skilled employee / official,2,none,yes,male,single,2
< 0 DM,9,critical account/ other credits existing (not at this bank),car (new),1166,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,42,bank,for free,2,skilled employee / official,2,none,yes,male,single,1
no checking account,15,critical account/ other credits existing (not at this bank),radio/television,2279,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",44,none,own,2,unskilled - resident,2,none,yes,male,married/widowed,1
no checking account,18,existing credits paid back duly till now,business,13395,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,35,none,own,2,unskilled - resident,2,none,yes,male,divorced/separated,1
no checking account,26,critical account/ other credits existing (not at this bank),furniture/equipment,5998,... < 100 DM,1 <= ... < 4 years,2,none,4,unknown / no property,43,none,for free,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,57,existing credits paid back duly till now,car (new),6180,... < 100 DM,1 <= ... < 4 years,2,none,2,unknown / no property,38,none,for free,1,skilled employee / official,2,none,yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,15,critical account/ other credits existing (not at this bank),car (new),8014,... < 100 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,44,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,9,critical account/ other credits existing (not at this bank),radio/television,2210,... < 100 DM,4 <= ... < 7 years,3,none,2,real estate,26,none,own,2,unskilled - resident,2,none,no,male,married/widowed,1
no checking account,21,critical account/ other credits existing (not at this bank),car (new),937,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,64,bank,own,3,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,8,delay in paying off in the past,furniture/equipment,1807,... < 100 DM,.. >= 7 years,4,none,4,real estate,48,none,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,17,critical account/ other credits existing (not at this bank),car (new),1523,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,51,bank,for free,3,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,13,delay in paying off in the past,business,2557,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,39,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,married/widowed,1
0 <= ... < 200 DM,26,critical account/ other credits existing (not at this bank),car (new),5833,... < 100 DM,.. >= 7 years,2,none,4,real estate,39,none,own,2,unskilled - resident,2,none,yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,15,critical account/ other credits existing (not at this bank),car (new),1393,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",36,bank,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,12,delay in paying off in the past,car (new),1818,... < 100 DM,.. >= 7 years,4,none,4,real estate,49,none,own,2,unskilled - resident,2,none,yes,male,single,1
no checking account,32,delay in paying off in the past,car (used),1683,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,skilled employee / official,2,none,yes,male,single,1
no checking account,25,critical account/ other credits existing (not at this bank),car (new),1459,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",41,bank,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,11,existing credits paid back duly till now,furniture/equipment,1450,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,2,none,yes,male,single,2
no checking account,42,critical account/ other credits existing (not at this bank),furniture/equipment,2769,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,8,critical account/ other credits existing (not at this bank),car (new),2183,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,22,none,own,2,unskilled - resident,2,none,no,male,single,2
no checking account,25,critical account/ other credits existing (not at this bank),radio/television,3259,unknown/ no savings account,.. >= 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,54,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,15,critical account/ other credits existing (not at this bank),car (new),1519,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,33,none,own,2,unskilled - resident,2,none,yes,male,single,1
< 0 DM,14,critical account/ other credits existing (not at this bank),car (new),1977,... < 100 DM,1 <= ... < 4 years,4,guarantor,2,real estate,26,none,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,22,critical account/ other credits existing (not at this bank),car (used),1922,... < 100 DM,4 <= ... < 7 years,4,none,4,real estate,48,none,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,13,existing credits paid back duly till now,car (new),3237,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,14,all credits at this bank paid back duly,car (new),521,... < 100 DM,... < 1 year,4,guarantor,2,real estate,31,bank,own,1,unskilled - resident,2,none,yes,female,married/widowed,1
0 <= ... < 200 DM,53,critical account/ other credits existing (not at this bank),car (used),4207,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,59,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,27,existing credits paid back duly till now,radio/television,7396,... < 100 DM,.. >= 7 years,2,none,2,unknown / no property,41,none,for free,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),car (used),5760,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,50,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,8,critical account/ other credits existing (not at this bank),car (new),1577,... < 100 DM,.. >= 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,44,none,own,2,skilled employee / official,2,none,yes,male,divorced/separated,1
